#zs, m1, m2, SNR 
5.134 9.773 9.743 7.912
4.231 6.823 6.774 4.423
2.652 6.024 5.118 10.029
5.134 5.668 5.641 7.199
8.118 6.207 5.314 4.361
3.599 8.360 7.504 3.452
1.827 50.429 6.721 28.687
3.788 6.242 6.069 3.018
5.531 7.517 6.529 5.093
10.840 5.708 5.444 2.343
10.840 5.448 5.058 6.769
9.259 7.696 5.166 2.209
5.999 5.501 5.279 2.625
4.231 15.741 6.224 2.833
6.560 49.013 41.836 12.287
5.999 10.057 7.532 13.436
7.248 13.845 7.903 2.534
2.758 6.279 5.125 14.321
3.427 7.579 7.084 1.076
7.248 5.088 5.013 6.667
2.141 35.227 6.510 18.184
2.291 9.684 8.787 21.061
8.118 5.902 5.370 2.526
9.259 7.549 6.676 3.135
5.999 14.124 5.863 5.156
4.494 6.240 5.783 4.626
7.248 8.284 7.474 3.172
10.840 8.054 6.071 3.214
5.999 14.877 8.049 13.343
9.259 15.201 11.150 7.152
3.270 6.652 5.307 17.162
1.535 18.516 5.588 1.395
3.997 5.313 5.113 3.870
9.259 6.896 6.391 5.550
7.248 6.625 5.215 4.817
8.118 12.790 9.655 6.714
3.127 11.470 8.499 10.646
4.494 12.155 6.718 7.439
4.231 8.969 5.418 4.678
4.494 6.825 6.582 4.487
2.553 7.489 6.392 5.630
3.997 10.887 6.290 2.456
1.414 8.152 7.605 18.012
13.214 14.513 5.220 3.205
9.259 5.685 5.141 4.283
1.271 5.049 5.030 12.801
3.427 52.992 5.801 10.315
2.994 5.315 5.025 6.699
1.061 10.602 7.200 2.523
6.560 8.675 6.680 9.347
10.840 19.538 10.646 10.390
1.827 5.929 5.390 18.566
6.560 9.156 7.866 3.473
3.599 5.779 5.183 12.006
6.560 5.123 5.022 5.060
8.118 5.544 5.146 4.310
7.248 33.101 22.889 35.056
8.118 11.709 10.947 6.494
7.248 7.177 5.966 3.574
3.427 5.103 5.102 8.629
3.427 7.521 6.896 6.216
1.773 6.097 5.717 9.416
3.997 13.422 11.567 8.021
3.997 7.837 6.384 0.758
2.994 14.151 8.350 16.120
2.872 20.989 14.088 30.187
2.291 13.339 13.044 16.898
4.494 5.020 5.008 9.711
13.214 18.112 8.612 1.350
7.248 5.028 5.019 8.293
4.494 9.858 8.144 7.771
1.493 19.776 14.074 29.738
3.788 5.182 5.073 3.285
8.118 8.567 5.205 4.732
9.259 12.996 11.334 3.651
5.999 9.297 5.515 4.778
2.373 5.677 5.162 11.181
5.531 10.236 9.811 10.680
1.773 14.446 10.054 9.917
3.788 5.399 5.392 3.469
6.560 30.331 29.154 18.049
1.175 7.593 5.924 6.746
3.127 5.353 5.264 5.857
8.118 62.042 35.979 8.461
2.652 8.182 6.627 21.316
6.560 8.068 5.403 1.977
1.884 9.052 7.254 16.082
9.259 9.563 7.819 4.566
7.248 14.447 6.425 10.971
17.296 28.052 13.326 2.086
2.214 5.633 5.629 8.192
13.214 5.079 5.077 2.713
3.127 16.790 15.764 21.464
5.134 7.825 7.463 6.408
3.997 8.015 6.040 11.231
3.127 17.355 15.123 27.131
2.460 7.914 5.370 4.882
5.134 15.747 6.514 2.381
2.141 5.288 5.162 5.608
4.231 54.356 15.867 21.577
3.127 66.987 53.915 66.704
4.792 21.633 6.603 6.798
2.553 5.251 5.143 6.546
9.259 6.927 5.941 2.332
9.259 6.652 5.428 5.039
0.935 7.191 5.817 20.648
2.141 16.531 8.398 14.213
5.999 26.390 23.340 8.732
1.827 6.014 5.285 14.211
3.270 5.887 5.071 9.089
5.531 8.593 5.432 0.582
2.994 10.829 6.447 4.262
4.792 5.848 5.381 11.575
2.291 7.927 6.956 2.031
3.997 10.405 8.703 0.210
6.560 6.078 5.756 2.081
3.997 5.670 5.185 3.993
3.997 19.043 7.682 18.406
6.560 6.249 6.055 3.921
3.788 5.829 5.596 1.879
8.118 8.240 6.493 3.918
13.214 12.449 7.670 6.036
2.994 6.597 5.681 6.972
6.560 10.065 5.907 3.274
2.460 5.245 5.203 5.844
2.373 7.525 6.751 14.539
3.997 6.188 5.766 11.459
4.231 9.768 7.262 14.974
8.118 28.481 10.334 10.131
4.792 9.597 8.434 8.404
4.792 7.179 6.776 8.087
5.999 5.920 5.346 0.786
5.531 10.753 10.383 4.327
3.788 9.549 9.043 6.307
3.427 9.457 8.187 10.373
3.997 9.771 6.077 13.405
5.999 8.722 8.216 9.027
7.248 17.749 9.424 8.406
5.134 6.486 5.038 4.645
1.493 66.080 7.521 53.684
5.134 10.763 9.205 10.236
17.296 6.260 5.597 8.626
9.259 7.456 6.983 2.986
1.340 14.751 8.415 14.546
1.722 6.207 5.366 13.975
7.248 8.051 6.018 7.882
1.493 7.892 5.507 15.653
2.214 14.476 14.365 25.810
6.560 50.735 28.038 9.975
1.376 5.891 5.048 26.551
2.214 12.083 7.482 8.363
2.072 5.845 5.626 9.401
3.270 5.924 5.262 1.770
2.652 8.631 5.097 3.596
4.494 12.353 7.319 2.855
13.214 5.990 5.960 5.204
0.846 7.386 7.246 49.292
4.792 7.555 7.110 7.022
10.840 14.345 7.261 7.498
13.214 13.750 10.141 8.029
3.599 6.257 5.082 9.676
8.118 45.886 7.494 11.959
5.134 6.438 5.037 3.300
6.560 10.746 5.545 3.984
2.652 9.703 5.189 7.418
5.999 6.822 6.318 3.372
5.531 5.598 5.304 4.980
2.291 7.454 6.844 12.345
9.259 8.346 7.157 3.476
5.531 6.773 5.659 4.719
1.453 5.319 5.230 24.847
2.460 5.354 5.067 1.396
5.531 14.178 13.892 13.196
3.127 6.608 5.497 4.245
3.270 9.965 8.468 5.688
2.373 5.151 5.055 7.507
3.127 7.579 7.400 7.103
7.248 21.284 15.091 20.487
5.531 10.564 6.824 12.883
2.291 14.711 5.018 12.487
10.840 22.517 16.814 16.089
2.006 32.478 19.490 21.610
2.994 31.985 7.357 12.014
5.999 6.481 6.251 10.586
2.373 20.353 19.785 13.861
4.494 7.261 7.180 10.656
1.773 5.444 5.193 6.764
1.414 51.989 11.371 20.879
0.984 5.030 5.028 21.702
8.118 33.940 9.832 1.016
3.788 10.557 8.841 2.163
3.997 5.016 5.003 3.755
3.427 6.100 5.556 8.096
4.231 5.422 5.353 4.148
1.884 5.312 5.280 4.539
5.999 12.075 9.776 5.183
1.414 9.466 7.092 6.081
0.530 11.841 5.632 43.355
6.560 19.409 12.720 10.864
5.531 18.515 8.675 4.715
2.758 12.571 8.225 18.998
1.579 6.807 5.362 10.433
2.141 10.483 10.408 6.017
9.259 6.575 5.554 3.114
4.494 9.270 5.838 7.768
13.214 5.694 5.609 5.832
8.118 5.380 5.032 1.789
5.134 21.864 12.807 7.907
3.427 9.060 8.713 1.943
1.944 10.488 7.103 9.978
3.427 16.121 12.181 13.682
1.884 16.732 12.399 35.230
3.127 7.187 6.803 3.543
13.214 8.120 6.096 6.905
5.531 25.046 18.966 18.753
2.141 13.195 13.038 7.172
7.248 5.507 5.008 1.974
6.560 6.473 5.856 3.040
0.912 8.074 6.034 45.053
1.944 7.805 7.400 19.942
1.672 9.329 8.575 19.150
3.599 13.090 5.320 5.312
17.296 17.454 14.115 2.638
4.792 5.630 5.445 2.946
2.994 21.867 14.809 26.184
6.560 11.210 8.994 6.822
1.535 10.138 6.445 8.858
1.305 6.613 5.802 17.572
2.994 10.235 9.476 17.207
10.840 6.124 5.874 6.913
5.134 11.950 11.285 6.721
3.270 8.100 7.429 20.947
5.999 8.418 8.102 8.983
4.792 5.317 5.186 3.781
2.460 6.489 5.671 2.540
2.553 5.276 5.270 3.118
7.248 9.024 8.008 5.607
5.531 8.866 6.625 8.277
3.788 12.063 6.668 1.543
1.414 15.987 6.436 26.364
1.175 13.942 6.453 22.940
1.827 11.731 5.943 1.399
2.994 8.727 7.103 4.902
2.872 6.241 5.113 4.521
10.840 12.251 5.296 7.211
8.118 26.653 17.400 4.601
2.872 9.224 5.279 5.924
3.127 7.115 6.554 19.272
13.214 7.533 7.132 2.478
4.231 16.361 7.515 6.541
10.840 5.493 5.403 6.937
2.994 7.761 6.848 10.595
2.652 8.532 7.908 5.238
4.494 13.951 10.919 19.005
1.579 5.899 5.621 10.993
7.248 7.046 6.672 4.692
9.259 14.604 5.463 5.279
2.994 6.915 6.080 8.596
4.792 8.020 6.960 6.668
1.944 5.267 5.088 4.061
2.872 14.829 7.314 14.881
9.259 5.425 5.329 2.506
2.141 74.953 19.738 70.465
2.291 6.265 5.485 6.801
2.460 5.519 5.160 1.597
5.999 11.381 7.935 15.463
6.560 21.544 5.427 10.502
3.788 39.686 23.663 10.270
1.340 8.582 7.066 14.612
7.248 5.212 5.060 0.460
2.460 6.568 6.070 11.352
3.997 8.668 5.044 7.834
2.994 5.868 5.373 7.259
5.134 5.038 5.018 4.390
5.134 6.862 5.343 1.738
5.134 5.780 5.139 1.361
9.259 7.911 7.789 9.021
5.999 5.842 5.339 8.758
6.560 6.273 5.289 3.096
3.427 5.094 5.010 7.543
2.214 5.259 5.112 11.735
2.006 5.090 5.012 10.410
1.453 9.681 5.984 16.326
5.134 5.858 5.672 0.790
4.792 8.365 7.965 11.838
3.127 6.379 6.306 14.290
2.214 7.728 6.189 4.041
9.259 13.306 8.676 2.751
2.553 35.088 12.152 10.246
4.792 5.800 5.733 1.559
5.531 5.546 5.357 3.712
3.127 6.371 5.656 4.259
8.118 5.985 5.916 7.809
5.531 6.115 5.317 6.980
3.127 9.063 5.437 5.666
10.840 5.646 5.401 6.914
5.134 7.034 5.433 3.926
9.259 9.491 8.966 11.622
1.453 10.045 10.042 31.179
13.214 10.471 9.281 2.784
5.134 10.011 5.700 12.716
1.773 31.054 14.682 5.360
3.270 17.290 6.371 7.206
1.305 7.249 6.952 4.235
5.999 9.891 6.748 3.739
3.427 10.960 7.799 19.058
4.231 5.477 5.033 5.024
3.270 7.351 5.556 10.794
3.427 6.403 5.377 3.089
1.773 5.562 5.072 13.764
5.999 18.360 13.432 8.661
5.134 5.288 5.188 2.482
2.872 7.794 6.507 15.166
5.999 5.138 5.042 3.836
2.553 7.326 6.984 18.311
5.999 9.927 6.412 7.910
4.494 8.816 6.329 5.435
4.494 6.610 5.465 3.473
13.214 7.116 5.108 0.969
1.944 22.025 16.377 21.169
9.259 6.739 5.904 3.038
3.788 5.115 5.059 11.257
3.127 10.086 9.081 18.977
3.788 31.961 12.175 23.122
3.788 6.507 5.440 0.495
5.134 9.644 5.155 2.740
8.118 19.785 6.873 1.765
4.494 45.274 33.424 40.420
2.994 6.161 5.799 13.174
2.214 5.783 5.313 12.175
1.305 16.155 6.012 8.927
4.792 20.325 11.819 8.594
5.134 6.017 5.156 1.358
2.553 30.222 15.475 11.367
5.999 5.230 5.030 4.931
2.373 7.293 7.145 5.924
13.214 10.393 6.341 1.719
4.792 5.150 5.097 6.732
3.127 20.335 17.467 10.626
8.118 29.793 18.713 3.623
3.997 6.628 6.237 5.478
5.134 6.025 5.817 7.898
2.291 24.275 12.754 24.251
4.231 54.340 33.451 33.834
9.259 8.654 8.220 3.310
1.672 8.694 5.263 22.437
7.248 29.310 24.586 12.152
6.560 6.603 5.346 6.039
1.944 25.148 20.390 36.406
3.997 6.790 5.358 5.557
8.118 5.452 5.320 0.924
1.884 10.337 10.178 15.080
3.997 6.118 5.367 1.102
4.231 10.198 6.864 4.197
4.792 5.841 5.705 7.736
1.625 5.951 5.018 9.479
6.560 7.268 6.373 3.230
3.788 5.413 5.084 2.981
1.116 7.212 5.594 5.756
8.118 11.194 8.678 2.839
7.248 27.147 7.738 12.147
8.118 5.167 5.026 1.461
1.238 6.325 6.157 12.338
2.373 12.660 6.577 16.434
4.231 22.827 14.226 18.579
1.827 11.634 8.841 4.909
3.599 6.833 6.384 5.652
10.840 11.105 7.716 10.922
2.214 8.241 5.274 21.812
1.535 12.459 7.729 11.220
6.560 13.440 8.821 6.253
8.118 21.725 18.881 13.534
10.840 5.899 5.580 10.045
0.545 5.502 5.437 23.216
6.560 5.162 5.066 5.155
2.994 6.924 5.429 4.684
6.560 5.187 5.164 9.112
10.840 11.799 5.396 4.425
3.599 6.915 5.896 1.563
6.560 5.932 5.347 1.935
5.999 10.590 9.472 14.147
3.788 5.260 5.115 6.437
3.270 11.264 10.105 23.240
7.248 10.236 6.679 6.879
5.134 15.203 11.497 15.884
1.453 8.832 5.176 5.064
0.984 7.630 7.446 17.102
3.997 8.553 5.246 3.609
4.231 7.572 6.427 1.303
2.553 11.392 6.604 23.540
1.722 8.985 8.250 5.501
1.827 8.465 8.065 27.231
2.553 10.254 8.808 6.872
1.944 28.150 26.175 46.833
2.758 5.671 5.026 11.137
1.884 8.281 6.614 3.764
5.531 13.454 5.753 3.684
4.494 9.100 6.809 6.832
7.248 5.138 5.063 7.697
1.088 7.212 6.127 32.729
7.248 5.004 5.002 4.121
3.997 22.015 13.852 15.066
4.792 30.774 14.008 0.381
8.118 8.020 5.160 4.358
3.997 6.580 6.122 4.089
17.296 11.118 9.309 4.491
3.427 33.329 9.189 14.947
4.494 7.137 5.025 1.129
9.259 9.682 8.037 13.909
3.997 58.982 36.283 34.785
7.248 43.884 33.748 43.968
5.531 10.110 6.967 4.954
6.560 5.842 5.071 1.822
10.840 11.650 11.156 4.524
3.997 9.447 9.217 10.810
5.531 10.271 6.636 9.762
5.531 10.730 7.387 13.755
6.560 12.440 10.922 4.252
2.758 40.550 19.576 34.776
2.994 8.380 6.880 16.105
4.494 6.039 5.295 11.800
5.531 5.059 5.056 2.684
5.134 9.228 6.072 2.301
2.872 8.355 5.744 3.482
2.291 5.141 5.079 2.106
2.291 5.216 5.098 7.321
5.134 8.642 8.360 10.764
10.840 9.279 5.280 0.853
7.248 14.618 9.457 3.599
1.827 7.486 6.996 12.657
4.231 24.699 17.359 22.153
2.141 6.607 6.024 4.211
8.118 6.175 5.784 0.921
3.427 13.230 8.203 10.689
3.788 19.003 17.638 15.226
2.872 8.377 5.020 11.141
10.840 15.700 13.514 11.164
5.134 77.596 20.368 15.984
3.127 6.731 5.050 7.575
7.248 19.456 16.517 5.139
7.248 5.749 5.248 0.365
8.118 7.772 6.228 1.504
2.553 5.900 5.002 0.755
5.999 12.170 11.819 15.778
5.134 5.869 5.531 12.267
7.248 14.327 14.162 10.982
5.134 32.023 19.322 15.229
2.994 5.206 5.151 5.428
2.758 75.575 62.288 24.895
2.758 5.162 5.064 8.875
17.296 8.781 6.807 3.168
4.792 18.331 10.556 28.211
13.214 5.215 5.058 3.220
10.840 5.426 5.260 2.901
5.531 11.456 8.885 1.023
13.214 6.961 5.342 5.516
0.825 16.774 10.784 8.687
1.722 5.034 5.024 8.800
2.994 5.811 5.481 10.485
3.127 14.298 9.347 6.366
0.314 6.407 6.261 19.723
1.884 6.178 5.867 10.698
0.846 8.695 5.592 31.984
5.134 8.076 7.740 9.719
1.773 16.559 13.313 34.455
3.997 5.407 5.392 13.961
6.560 5.784 5.347 3.998
4.231 12.969 5.343 3.006
1.884 5.535 5.438 3.548
10.840 8.461 5.281 0.976
3.270 7.890 7.401 9.392
5.531 8.408 7.295 9.139
2.872 5.827 5.201 8.056
4.231 5.642 5.263 6.851
2.214 12.737 6.793 8.016
2.872 20.652 13.158 12.922
0.656 5.501 5.374 37.918
4.792 5.702 5.622 5.745
5.134 5.552 5.008 11.139
2.460 6.706 5.675 16.483
3.997 40.205 13.814 29.304
5.531 5.653 5.568 4.129
2.291 5.150 5.103 13.026
3.427 5.764 5.701 13.151
1.944 7.462 5.385 26.727
3.599 6.940 5.608 6.797
5.531 5.884 5.237 1.172
8.118 31.514 8.938 5.128
2.994 5.923 5.508 4.143
4.494 6.519 6.354 8.542
8.118 6.192 6.021 5.608
0.805 17.069 11.341 30.311
2.291 11.444 10.243 5.928
3.997 7.460 7.427 2.289
10.840 77.918 46.137 16.484
9.259 5.011 5.005 0.772
9.259 8.102 6.586 2.612
3.127 5.332 5.220 2.621
5.999 10.841 8.114 5.245
7.248 5.106 5.032 1.812
1.376 11.303 10.818 10.124
3.997 6.340 6.109 8.205
4.494 7.084 6.734 9.202
5.134 5.864 5.503 3.824
3.427 11.858 8.965 2.586
3.127 8.252 7.097 7.833
2.872 11.751 7.975 16.867
3.788 5.280 5.046 4.038
4.792 14.795 12.029 6.999
4.494 14.483 9.344 11.877
1.453 8.234 7.463 11.923
4.494 5.444 5.187 3.531
7.248 9.296 7.338 2.723
1.579 9.653 9.248 22.107
7.248 21.877 14.321 18.453
8.118 5.939 5.227 2.363
9.259 8.035 5.339 8.292
8.118 5.409 5.376 5.005
9.259 8.584 7.306 6.389
7.248 12.051 11.849 11.677
7.248 5.247 5.186 4.902
4.792 9.186 5.067 5.276
5.999 12.882 7.042 16.992
2.553 8.189 7.034 7.426
4.792 7.184 5.634 7.225
3.427 6.725 5.516 8.703
7.248 6.484 5.285 7.218
3.127 11.029 9.120 5.733
1.944 5.972 5.730 8.204
6.560 12.494 8.909 7.081
5.134 5.173 5.114 4.746
9.259 5.999 5.334 3.407
2.994 33.652 15.103 38.488
5.134 12.637 9.519 7.206
4.792 7.269 5.902 1.705
3.427 12.100 9.768 6.918
4.231 5.323 5.274 10.758
5.999 6.518 5.732 7.498
2.994 5.158 5.046 9.126
1.944 5.450 5.097 2.954
3.599 13.489 10.897 6.640
6.560 7.892 6.805 5.705
3.997 8.777 5.711 12.128
1.535 15.973 8.798 19.836
3.270 7.890 5.101 7.396
8.118 5.169 5.022 1.254
2.652 8.675 6.399 9.018
13.214 8.325 8.295 1.748
3.788 10.213 6.129 2.528
2.652 62.105 8.409 27.094
3.127 6.962 6.608 9.218
8.118 8.881 5.729 8.433
2.994 10.382 5.109 8.302
2.373 8.824 6.462 10.222
2.006 23.396 8.336 27.323
5.134 13.400 5.643 5.082
5.999 60.323 9.476 18.509
1.672 6.113 5.700 7.657
17.296 5.992 5.272 0.543
2.291 7.285 5.498 5.187
3.997 15.107 8.465 22.469
6.560 9.371 5.267 4.561
2.214 21.249 10.286 7.924
7.248 6.419 5.108 3.747
1.944 6.463 5.114 7.852
5.531 6.710 6.172 10.827
1.414 10.185 8.134 47.374
4.792 5.337 5.168 8.938
1.414 5.310 5.275 13.444
2.652 7.285 6.582 10.400
3.599 7.552 7.444 9.064
4.792 18.902 15.179 9.318
1.116 6.237 6.230 7.753
1.827 12.123 9.191 9.940
2.072 5.364 5.240 10.549
9.259 5.233 5.133 3.189
6.560 16.716 11.323 19.837
2.994 29.043 15.900 20.577
5.999 14.009 11.712 12.977
6.560 8.781 8.619 3.804
1.305 30.620 13.999 94.437
5.134 9.644 8.825 3.873
0.673 5.423 5.372 27.291
5.999 11.095 7.787 5.822
4.792 5.796 5.574 0.991
2.872 5.316 5.120 15.612
13.214 36.106 28.190 21.312
3.127 5.358 5.150 1.393
8.118 6.040 5.144 5.022
1.722 7.245 5.357 20.932
1.672 5.776 5.468 14.222
3.427 11.321 5.015 2.521
2.072 68.212 12.810 27.692
6.560 5.919 5.607 4.289
9.259 5.001 5.000 4.618
2.872 13.412 10.683 1.920
5.531 5.642 5.450 6.960
17.296 9.472 6.120 3.073
2.994 7.240 6.012 9.169
10.840 18.103 9.828 12.232
8.118 6.469 5.043 4.101
3.788 5.251 5.087 7.296
1.944 6.736 5.459 7.546
1.453 7.910 6.376 20.474
5.134 7.535 6.569 9.210
2.214 5.903 5.255 13.910
7.248 14.026 6.310 5.321
3.427 9.859 7.754 15.829
8.118 7.997 5.206 3.557
5.134 6.790 5.005 4.212
4.231 5.217 5.114 1.985
5.999 8.206 5.004 2.548
1.271 6.475 5.364 7.098
5.134 5.563 5.433 8.855
1.884 10.290 7.461 20.812
5.531 5.984 5.271 7.428
9.259 5.152 5.076 7.625
6.560 12.413 7.376 10.668
1.944 9.782 9.540 15.018
5.531 9.118 8.053 5.331
3.270 10.513 6.771 17.063
3.270 6.639 6.608 2.697
2.072 17.619 13.266 15.116
4.231 8.441 7.396 5.017
8.118 10.233 8.396 12.274
10.840 13.106 8.965 0.468
4.494 5.660 5.109 0.654
2.291 49.621 6.277 10.163
5.531 6.982 5.265 5.678
8.118 27.071 7.645 13.067
6.560 15.818 11.766 24.179
5.531 8.019 5.791 10.494
3.127 25.695 24.785 32.616
6.560 5.595 5.252 5.936
3.427 5.101 5.013 4.171
3.997 5.730 5.334 0.452
3.997 5.354 5.118 11.377
2.553 10.502 7.445 8.662
9.259 7.778 6.627 3.487
9.259 7.365 5.063 4.867
13.214 7.471 7.352 3.356
4.231 13.700 12.771 8.479
8.118 6.627 5.117 4.575
7.248 7.813 7.211 4.119
2.373 13.699 10.880 9.488
9.259 9.618 6.531 5.190
0.560 25.388 19.838 69.875
4.494 6.615 5.910 14.050
8.118 10.490 9.866 7.097
5.531 6.133 5.856 5.720
1.340 10.124 5.069 13.199
2.006 58.389 10.155 33.344
5.134 5.857 5.189 7.251
9.259 12.758 12.507 4.544
5.134 8.958 6.229 16.254
1.944 20.810 12.407 20.096
3.997 6.053 5.475 2.560
3.788 6.795 6.438 8.399
3.788 5.575 5.494 8.424
1.453 7.894 5.265 19.237
4.231 7.149 6.847 6.775
2.072 7.334 5.257 11.742
8.118 6.155 5.867 2.883
5.999 9.430 5.782 8.340
5.531 8.492 5.704 8.512
5.134 5.921 5.866 5.548
2.214 9.023 5.217 10.465
5.531 23.417 19.389 8.430
2.291 9.385 8.313 3.355
5.999 5.775 5.190 6.170
5.531 5.106 5.089 3.352
10.840 8.321 7.262 2.888
3.270 6.907 6.385 9.299
5.134 6.760 5.444 3.409
9.259 19.353 17.004 8.857
0.935 5.814 5.481 18.977
5.134 13.293 5.548 3.684
1.340 7.574 5.894 9.703
7.248 6.671 5.503 2.774
3.427 14.917 9.226 11.725
3.599 5.322 5.088 8.707
3.599 23.153 20.628 20.476
1.493 5.555 5.160 23.883
3.270 12.104 11.432 8.825
2.460 35.045 16.370 23.567
5.134 5.699 5.330 7.464
1.827 8.537 6.539 10.431
2.872 7.117 6.570 9.412
6.560 10.439 6.132 1.496
1.376 7.146 5.318 8.522
2.214 6.321 5.118 7.728
5.531 5.235 5.197 5.090
5.134 7.820 7.410 4.831
1.493 21.657 11.670 12.676
6.560 5.846 5.416 4.631
13.214 5.398 5.262 1.111
10.840 50.670 18.942 23.386
9.259 19.378 8.429 10.286
4.231 13.964 7.047 3.273
2.758 15.982 13.542 10.001
13.214 9.264 5.556 3.645
2.291 6.302 5.979 12.094
17.296 6.473 6.436 3.245
2.758 13.678 5.593 5.161
2.758 5.790 5.281 5.127
2.460 7.705 5.519 5.332
3.427 7.618 6.163 17.488
1.493 35.393 34.269 59.086
1.884 8.878 6.804 18.163
3.599 9.425 6.683 7.966
1.035 18.553 17.361 32.000
5.134 8.416 7.764 12.370
5.531 7.519 5.355 5.646
7.248 16.403 13.304 10.161
3.270 19.198 18.723 11.406
0.727 14.636 5.235 19.153
2.553 10.963 10.928 13.415
4.792 7.471 6.196 7.132
1.884 5.644 5.435 13.758
7.248 18.693 7.245 9.927
7.248 28.948 8.067 10.840
13.214 5.510 5.235 3.462
1.884 26.895 17.847 26.319
6.560 7.588 7.170 2.060
3.997 5.580 5.472 8.773
3.270 57.241 45.756 10.397
5.134 11.376 7.485 11.747
2.872 10.743 5.756 8.116
2.373 5.860 5.837 4.576
2.214 36.214 13.711 42.999
10.840 14.793 13.590 5.537
3.427 6.220 5.393 10.138
3.997 12.891 9.146 2.052
2.291 5.108 5.030 4.125
2.652 8.703 5.339 2.735
1.773 5.731 5.696 8.170
3.599 6.331 5.586 5.066
6.560 7.057 5.333 12.950
1.827 6.469 5.761 13.922
4.792 7.094 5.220 7.152
7.248 8.978 6.754 4.882
13.214 20.334 9.400 13.538
3.427 6.307 5.389 10.129
5.999 7.211 5.336 7.950
1.116 6.161 6.067 16.015
1.340 21.228 16.999 21.058
6.560 6.214 5.765 12.339
10.840 13.222 10.187 6.992
2.072 12.362 10.862 30.526
5.999 13.908 10.857 12.271
10.840 6.244 5.187 7.458
5.999 6.859 5.811 12.297
2.291 6.482 5.283 3.918
2.652 31.877 20.652 51.301
2.872 5.091 5.019 9.244
3.270 5.069 5.029 7.731
5.999 5.396 5.327 3.748
3.127 7.656 7.157 3.683
3.788 6.599 6.137 7.108
8.118 15.950 11.115 10.483
5.999 7.658 6.354 12.195
5.531 5.521 5.262 10.075
5.134 13.924 6.067 7.841
9.259 42.981 31.919 23.446
13.214 6.267 6.243 1.297
2.141 8.113 6.173 26.387
9.259 7.374 7.110 2.474
1.944 13.152 12.400 6.435
3.997 5.461 5.417 5.741
10.840 6.625 5.112 2.357
3.997 5.150 5.061 11.367
0.575 5.112 5.006 1.630
2.758 5.621 5.370 9.944
4.494 14.608 12.163 10.716
2.214 7.625 7.387 15.263
5.999 19.919 18.618 17.738
13.214 5.037 5.031 7.014
1.672 14.806 11.829 18.808
3.427 8.364 5.905 4.712
6.560 6.172 5.031 0.955
6.560 6.249 5.918 14.052
10.840 10.292 5.001 5.304
10.840 5.860 5.385 2.510
3.127 8.717 5.416 7.243
1.884 6.423 6.156 10.423
5.999 5.985 5.094 3.725
10.840 17.781 14.264 1.026
4.792 19.071 5.024 11.541
9.259 7.578 7.404 7.582
0.935 7.873 6.104 6.559
9.259 6.671 6.436 10.234
5.999 6.893 5.493 5.801
2.553 36.422 11.854 26.544
2.758 5.866 5.273 1.894
3.270 65.249 8.890 11.326
2.141 5.757 5.438 12.972
9.259 5.112 5.104 6.668
5.999 6.094 5.093 2.465
1.827 7.177 5.056 2.645
2.652 7.484 5.071 10.800
3.599 8.112 7.059 6.412
5.531 12.685 10.661 14.402
1.453 8.162 5.049 2.229
8.118 15.959 13.182 7.730
7.248 6.661 5.637 7.498
8.118 7.673 5.257 0.766
0.959 9.245 7.677 20.928
2.872 5.690 5.248 2.044
5.531 5.249 5.027 0.446
2.652 21.129 19.284 33.024
2.291 31.698 17.648 26.514
4.231 7.967 5.311 9.010
2.872 22.044 21.652 45.798
8.118 29.895 25.288 25.100
2.553 11.741 5.415 8.747
3.788 11.237 7.327 9.531
2.141 5.811 5.480 9.259
1.340 5.566 5.328 29.848
5.999 17.917 12.854 3.302
2.652 5.797 5.495 7.122
4.231 12.145 11.887 3.909
3.270 20.655 12.231 22.478
5.134 6.318 6.261 0.333
2.072 6.321 5.190 7.678
1.944 7.074 6.391 2.031
1.414 7.642 5.664 11.732
10.840 12.737 7.989 2.088
3.788 25.605 16.560 8.010
5.999 17.462 12.724 0.871
4.494 6.628 5.599 10.573
1.088 8.372 5.140 1.622
3.127 15.667 10.929 9.166
5.999 6.533 6.035 13.476
2.072 17.231 14.734 21.677
1.722 8.101 5.363 8.690
7.248 10.464 5.101 7.827
1.175 7.153 5.757 12.598
3.270 6.847 5.309 4.027
10.840 5.378 5.073 2.495
13.214 10.930 5.039 2.746
2.758 5.312 5.284 7.468
5.134 5.620 5.452 3.309
1.672 6.733 5.486 10.941
1.493 6.002 5.634 12.992
17.296 6.523 6.445 6.356
5.134 17.120 6.779 10.055
13.214 8.321 8.151 0.729
10.840 16.703 6.898 2.524
5.531 12.220 7.535 6.170
13.214 7.806 6.258 5.870
3.997 10.381 8.803 1.414
5.531 8.176 5.676 5.582
2.141 6.660 6.284 12.338
17.296 10.923 6.710 6.112
4.231 5.171 5.144 5.878
2.652 10.280 8.741 24.532
3.427 26.810 6.687 9.203
9.259 6.370 6.322 6.585
5.999 40.974 8.345 11.366
1.579 5.568 5.524 3.436
2.460 7.234 6.649 4.478
5.531 6.720 6.011 2.068
1.884 7.910 6.879 30.049
7.248 7.865 5.949 6.907
5.531 7.792 5.709 4.967
3.127 17.241 5.488 7.273
13.214 5.547 5.480 6.776
4.231 7.858 6.112 9.508
17.296 7.000 5.929 5.137
6.560 12.864 6.299 7.177
2.758 5.621 5.457 8.482
1.944 10.625 8.505 7.916
13.214 7.234 6.459 3.016
9.259 5.282 5.259 4.108
