# id  z  ra  dec  fix_sersic_n  sersic_n_fitted  sersic_re_fitted  sersic_n_corrected  sersic_re_corrected host_mag_g host_mag_r host_mag_i host_mag_z host_mag_y  ps_mag_g ps_mag_r ps_mag_i ps_mag_z ps_mag_y decomposition_chisq  stellar_mass  sed_chisq  logMBH  logMBH_err
000501.70+005432.2 0.961 1.2570917 0.9089552 false 0.865 0.857 0.85 0.903 23.7801599324 22.9514839728 22.0178764338 21.3925661996 21.2219508295 22.688593567 22.5268063845 22.5548209439 22.352574817 21.9968992264 1.02 10.7200367365 0.0121818488134 9.03368792904 0.23348789731
000504.75-010740.2 0.832 1.2698152 -1.1278481 false 5.531 0.272 6.156 0.309 22.5055504924 23.2157909574 20.9498381968 20.4701821641 20.3076832634 21.1343963698 20.6357737197 20.9343930146 20.5701895521 20.8715664269 1.05 11.6659429671 4.82743582632 8.87323088074 0.0606017627128
000509.30+014820.9 0.864 1.2887674 1.8058296 false 0.891 0.724 0.855 0.776 25.5924845323 22.9950128943 21.8781285603 21.0818898222 20.8344848988 19.9438442356 19.8334547397 19.9912752716 19.6198760357 19.787891274 1.57 11.2704197427 0.26430950741 8.92565553753 0.0556881260017
000513.05-001018.6 0.434 1.3043735 -0.1718314 false 1.226 0.346 1.367 0.315 23.9406762266 22.1859334776 21.5770193249 21.2833031877 21.1809539708 21.9564774787 22.1244896121 21.9829474138 21.7706128436 21.1222832132 0.99 10.0695898256 0.0192854102816 7.22804607496 0.151765995526
000515.93-003730.7 0.476 1.3163921 -0.6252055 false 0.774 0.713 0.759 0.722 21.7000632049 20.5122188443 20.0080439707 19.7246881694 19.5086179422 20.9675977106 20.9580659899 20.6024880063 20.4779230287 19.791195607 1.99 10.5774044619 0.0068090385782 8.14226580443 0.392489968605
000520.98-005125.9 0.707 1.3374376 -0.85720261 false 2.684 0.527 2.938 0.528 23.0467760391 21.5831626732 20.961927904 20.5363904785 20.2842362309 20.1532447673 20.4751846526 20.3137840859 20.4555968425 20.5376744301 1.22 10.8521794017 0.503235730645 8.35125448713 0.177422688224
000521.31+002756.4 0.621 1.3388063 0.46569245 false 5.513 0.635 6.306 0.709 23.5539598203 22.1113699433 21.0081638182 20.73222318 20.4843933257 24.1566938597 23.718287484 23.087270334 22.869287427 22.7602893426 1.21 10.7086998456 0.0235876770599 7.83138384298 1.14212438372
000526.77-000908.7 0.944 1.3615488 -0.15243292 false 0.665 0.691 0.614 0.765 22.9672197459 inf 22.0896928497 21.6156838185 21.4971970898 20.7694509296 20.3564161402 20.544992242 20.4204092923 20.2385406578 1.09 10.0016328707 0.0344325229724 8.42019449042 0.0982651888932
000527.52-000556.2 0.612 1.3646874 -0.098976065 true 7.0 1.405 2.0 0.791 22.9712493416 22.2342971106 22.1133567405 21.6103244373 21.4981199193 19.6633613104 19.6804735137 19.410638406 19.4753799041 19.3328765684 1.26 9.59525423343 1.27398437309 8.28443183967 0.203991141041
000529.33+011223.4 0.945 1.3722308 1.2065147 true 7.0 0.165 2.0 0.205 23.0040634745 23.8696886187 22.9405849997 22.3002541892 21.5798912354 20.4466931162 20.2602630995 20.456311781 20.4941960626 20.3758379098 1.09 11.1298774078 8.69392046543 8.51391290171 0.0919476999344
000529.35+011140.0 0.929 1.3722942 1.1944634 false 0.476 0.804 0.444 0.85 24.0645596325 23.0274171108 21.9363768982 21.3591378686 21.0523120932 21.8538210564 21.608294032 21.5500295895 21.4754888807 21.1931290051 1.38 10.8579802884 0.0112343877111 8.6374625777 0.291390645968
000531.06+000950.9 0.945 1.3794794 0.16414744 true 7.0 1.211 2.0 0.657 inf 22.3105387875 21.5922979197 21.1726421812 20.7543821791 18.8894154677 18.6031380642 18.5787440057 18.517120607 18.3841286023 1.2 10.6596168049 0.330648433749 8.78832592667 0.111258895628
000531.41+001455.9 0.992 1.3809257 0.24881708 false 1.494 0.776 1.455 0.843 23.3626212107 22.6572172642 21.796460691 21.033231023 20.3653702415 20.4225936713 19.9695120624 19.8327877621 19.8070526913 19.3317006239 1.36 11.0837260328 0.594164445927 8.72771399901 0.265433644644
000534.73-002435.9 0.897 1.3947347 -0.40997691 true 0.302 2.343 0.7 2.568 24.0473929149 23.444510642 22.3856430033 21.90756989 21.735390332 21.3529280735 20.9417255393 20.8184964477 20.4918060882 20.4769106797 1.32 10.473733894 0.0728147014549 7.14272859431 1.10839000776
000535.23+000021.4 0.736 1.3968325 0.0059471354 false 1.955 0.722 2.033 0.727 22.9996923299 21.761858624 20.5436002431 20.1481993925 19.8883877585 20.2328429816 20.2817328689 20.3079071708 20.3372253524 20.4442628434 1.09 11.1395646295 0.0133184430239 8.19220347208 0.868463892018
000539.29-010243.8 0.867 1.4137145 -1.045517 false 1.05 0.414 1.047 0.485 24.2592895544 25.7924589496 22.6548927506 21.8730842219 22.5533197717 19.6533767657 19.582276069 19.7518909683 19.5483795122 19.6713286252 1.03 11.1289800908 10.919447838 8.40021470753 0.130201940676
000548.44+003057.0 0.826 1.4518554 0.51585816 false 1.183 1.15 0.965 1.686 25.8938005773 24.4345864779 23.5543687348 23.495163841 22.8500907168 22.7565778682 22.848357963 22.586107998 21.9716872356 22.1650423698 1.03 9.91576444256 1.49111579498 8.21901241545 0.182763326788
000550.01+012338.4 0.857 1.4584069 1.3940185 false 1.683 0.224 1.92 0.201 23.2008565214 inf 22.0867840319 21.494999132 21.583991327 20.3272054448 20.1596245014 20.2210913756 20.1624586929 20.152151459 1.04 10.085593158 0.0967535721819 7.87692923204 0.0788344107655
000553.71-010117.7 0.633 1.4738229 -1.0216057 false 2.404 0.422 2.639 0.412 23.3129301849 22.8261731993 21.2341733698 20.851466003 20.6625816834 20.2072161244 20.1715942678 20.2038163634 20.3176091062 20.1698684393 1.08 10.8887295378 1.58610478276 8.00222628291 0.138674811875
000557.23+002837.7 0.259 1.488488 0.477142 false 6.085 1.016 6.478 1.05 19.3725299039 18.7514169925 18.2829960985 18.2351843398 18.0697261871 18.7315198712 18.6163269746 18.397425219 18.5879042405 18.477814628 6.35 10.301606031 0.0386948219574 8.04615661745 0.0862112416953
000602.73+005022.6 0.796 1.5113816 0.839628 true 6.825 4.554 2.0 2.63 23.405544345 22.4811116957 21.7383640548 21.2705015526 21.1520125928 21.1932271232 20.9534721143 20.8504109902 20.3854646585 20.6488259302 1.16 10.3026883821 0.0984581008013 9.53700708134 0.330541828688
000608.04-010700.7 0.949 1.5335366 -1.1168958 true 6.989 0.166 2.0 0.1 24.7703204239 18.7141735702 22.3615353028 22.3302858236 21.3164203034 18.9225232874 23.1091834311 18.8499760496 18.9079636827 18.5206775032 1.29 8.79830459858 28.3295650608 9.4056871191 0.146802839426
000608.51+010014.7 0.613 1.5355114 1.0040796 false 2.326 0.635 2.465 0.68 24.1028127539 22.0188813209 21.1909262654 20.7609414522 20.624927753 21.0676831886 21.1625394215 20.992022762 21.0771784536 20.7801188883 1.14 10.7268028371 0.204418026681 8.6535141447 0.205029250568
000613.84+001909.2 0.552 1.5576995 0.31921588 false 0.798 0.948 0.773 0.958 22.1152505897 21.1506014679 20.492938096 20.2059506271 19.9754780666 20.4581654796 20.4061681086 20.0909190915 20.0422465147 19.6650474257 2.35 10.5537573781 0.00489294038048 8.39821793812 0.345113237811
000614.50+015920.9 0.543 1.5604264 1.9891473 false 1.973 0.498 2.069 0.501 22.7485868137 21.3081735751 20.4827895811 20.1557703154 19.8456637832 21.4913706474 21.2678983854 20.8825237864 20.8395439446 20.6351743212 0.99 10.7964270768 0.0319016776865 7.77620785056 0.466588861312
000614.79+003648.0 0.669 1.5616526 0.61334946 false 3.073 0.254 3.155 0.263 22.4136780326 21.4847711484 20.6022632376 20.2762572465 20.0617568388 21.9484339507 22.2779231799 22.8623941467 23.6089313958 inf 1.08 10.8436093854 0.00551210116944 8.40061551294 0.282538889498
000623.37+010021.4 0.67 1.5974206 1.005954 false 1.358 0.476 1.456 0.488 23.9468557322 22.4333555203 21.5300284892 21.1987826536 20.9758475742 21.855768191 21.9848622835 21.9403365233 22.0727735842 21.9970074958 1.2 10.5099327236 0.0543504607465 6.88812293313 1.31786616885
000624.03-000912.6 0.894 1.6001203 -0.15350584 false 0.933 0.442 1.174 0.454 21.6663124079 22.8498769401 21.7732705551 21.3313079972 21.1702934715 23.4341692458 21.6924627495 21.8332908711 21.7387736861 21.7588547207 1.06 10.5405283222 3.01119544998 7.93011705248 0.146567972721
000631.39+020904.0 0.758 1.6307941 2.1511168 false 0.81 0.456 0.838 0.459 22.1548645995 21.4719048834 20.7254082656 20.4770735534 20.357094945 20.4208199549 20.426047909 20.6982476173 20.3651173052 20.5790732152 1.3 10.5448876239 0.0136118535894 8.08786006991 0.166502388045
000632.30+000707.3 0.917 1.6346679 0.11873673 true 6.997 2.217 2.0 0.83 22.7664521466 21.4760851317 20.8871342042 20.7391389257 20.3701049867 20.6064605953 20.5938187642 20.6706418868 20.460945398 20.2535352044 1.48 10.4989342527 0.185514514095 8.69024612242 0.114001745339
000634.26-000507.7 0.616 1.6427342 -0.085472986 true 7.0 0.868 2.0 0.734 23.952545878 22.6306744361 21.7542475006 21.4922137159 21.2828543949 24.018442 23.7983833743 22.6787705995 22.8216744141 22.5131700905 1.02 10.1614978333 0.0136356821678 7.97362407336 0.447971606963
000634.31-005241.4 0.706 1.6429614 -0.87817974 true 0.3 1.132 0.7 1.225 22.6060544699 21.8927641894 21.7148075979 21.0994634668 21.1185501077 19.9993726908 20.0334922904 19.8593698689 19.9561113649 19.9027938792 1.56 9.92654633662 1.09373228689 8.73449936607 0.0527367703554
000637.89-001842.4 0.989 1.6578889 -0.31174768 true 0.37 1.042 0.7 1.052 22.3275958276 nan 22.0815162197 21.4434363955 21.2866469172 19.5065285776 19.0551290517 19.395279281 19.3186051253 19.1887484042 1.26 9.95067196863 0.876064901591 8.57164190034 0.108186551819
000638.17-010559.4 0.51 1.6590684 -1.0998503 false 2.537 0.348 1.764 0.436 23.0896965612 21.6872406571 20.7931946861 20.4416157117 20.2380413175 24.1294962814 25.0987553119 25.5363481762 24.2499356747 22.7766168419 1.09 10.6343419551 0.00943166820517 8.74172426489 0.202915084043
000639.17+021644.6 0.651 1.6632312 2.2790804 false 1.469 0.482 1.538 0.474 23.9638838857 21.6845415586 20.8059959795 20.4053929364 20.219287221 20.6188618138 20.5360351909 20.2923351016 20.4471320267 20.226591859 1.16 11.0232714206 0.50536308927 8.59715270958 0.0951257541302
000656.08+015928.0 0.925 1.7336756 1.9911339 true 6.999 0.734 2.0 0.476 24.5310577632 22.9958276243 21.8814233996 21.1375219346 21.0650549314 21.4859539376 21.4929553413 21.5576675646 21.5214423333 20.7247237539 0.98 10.7631533254 0.113826292023 8.38692056306 0.0735861968784
000705.47+015731.2 0.992 1.772817 1.9586693 false 0.761 0.59 0.679 0.648 24.2733851061 23.3931344454 22.5673083403 22.2047537056 21.8367324297 21.6661607125 21.4868807927 21.5135823387 21.2605491333 21.252545455 1.06 10.346735487 0.0565353855426 7.3681696398 3.76110532517
000707.55-003427.6 0.799 1.7814967 -0.57435686 false 1.348 0.385 1.396 0.405 22.2952550661 22.8709812813 22.0585748716 21.6871429823 21.7021078133 22.4890720599 21.5649595688 21.6695429589 21.2963711405 21.3322643681 1.06 9.8602284707 1.3390052058 8.09305977083 0.572257808857
000709.65+004418.9 0.9 1.7902814 0.73866634 false 2.24 0.909 3.282 1.686 24.6832437645 24.2223480448 23.2969669062 22.7633334751 22.5055677884 21.9973215381 21.681096151 21.8597206735 21.5661238583 21.514560864 1.21 10.0563750725 0.0554833142256 7.86455928922 0.287116500749
000712.96-004559.8 0.663 1.804017 -0.76661384 false 2.784 0.21 1.865 0.298 22.1103238214 21.2786671347 20.4862821714 20.2408130901 20.086991327 22.9257116684 23.3769984781 24.744856723 25.3216049914 23.1652204925 1.14 10.6962838721 0.00734435121272 9.5895004477 0.295106846542
000713.21+021816.5 0.298 1.8050441 2.3045986 false 2.792 0.797 2.797 0.817 21.2026306838 20.0407000867 19.792292184 19.4084846445 19.3065666084 21.2504856682 20.0424343814 19.2148576946 18.685697855 18.9034936321 1.28 10.2410571681 0.108320337362 7.33715257155 0.138919291056
000717.82-005137.7 0.526 1.8242713 -0.86048954 false 5.756 0.962 6.075 0.993 21.7421248056 20.3925780979 19.6558780939 19.3035507658 19.0461134278 19.5895985147 19.9495407015 19.9793746363 20.0144388446 19.1654703667 1.24 11.0493451898 0.0102056579169 8.80570592934 0.16516438671
000721.95+015821.0 0.412 1.841489 1.9725118 false 1.654 0.49 1.735 0.49 22.4073711229 21.1376053409 20.5064120264 20.2189250654 19.9817815774 20.9229385431 20.8315199641 20.7358161742 20.2228351473 20.3216790424 1.15 10.3952851903 0.0206987954047 8.06971878844 0.197037951526
000726.53+024520.3 0.896 1.8605718 2.7556539 false 1.381 0.368 1.499 0.366 23.9410654724 22.5916172281 21.4600605642 21.0079678601 20.8811979353 21.781620304 21.7448423516 22.2763535486 21.8086082315 21.5892517267 1.02 10.9376638966 0.105347503578 8.36184147353 0.0416443159347
000741.42+011209.4 0.777 1.9226269 1.202635 false 0.66 0.615 0.614 0.636 inf 23.0247632149 21.8828357554 21.3574123636 21.0644355528 20.5625618354 20.5874565472 20.7721177447 20.4898968086 20.7468450575 1.07 10.7941257085 0.0171822147724 8.10128138391 0.231189711127
000752.57+020016.9 0.85 1.9690445 2.0047091 false 0.625 0.429 0.509 0.452 23.8878852274 23.1753017403 22.5650222133 21.9283685659 21.9344331506 21.3359039243 20.8169433414 20.4293189467 20.1292023222 20.1461106153 0.98 10.0863221629 0.228975889802 8.05604356677 0.276940697707
000752.70-004524.2 0.959 1.9695943 -0.75673285 false 0.489 0.636 0.474 0.659 23.6161229981 23.1190596119 22.3181965945 21.7613007499 21.498612416 22.4797089901 22.2181565607 22.4092371929 22.3645538299 22.024530383 1.01 10.3880160284 0.0113803301829 8.2777403526 0.232894754318
000754.23-010453.9 0.916 1.9759771 -1.0816482 false 3.221 0.208 3.759 0.17 22.1376218503 21.52087652 20.6417921907 20.4829962962 19.2334375631 20.4022130267 20.4140663239 20.0634904601 19.7117576946 22.027610961 1.05 10.8812191312 2.53380925943 8.34055600295 0.140064073796
000754.85-004003.6 0.573 1.9785823 -0.66768916 false 0.558 0.829 0.525 0.85 23.0556387743 21.8660363379 21.1609892188 20.7903153012 20.5307394207 20.0178813513 20.103588827 20.1778985792 20.2215555449 19.9339674207 1.16 10.5005305676 0.033097546322 7.88502004309 0.166333578493
000757.63+021207.3 0.869 1.9901296 2.2020495 false 1.716 0.476 2.009 0.492 24.1537695821 23.2387888619 21.742998479 21.4783995415 21.2017142398 21.3765454416 21.1848827049 21.5004338572 21.2040380976 21.2462801629 1.05 10.760220191 0.123852444379 7.96718500734 0.180025067937
000758.90-000957.6 0.918 1.9954405 -0.1660138 false 4.718 1.3 5.954 2.011 23.1891395364 22.0334736928 20.7314601012 20.2253501772 19.9717815209 22.2547235172 22.5653876703 26.7268975785 25.3827659396 23.1285965453 2.31 11.2858694363 0.0291831680964 8.56469662448 0.102980854199
000800.06-000021.3 0.758 2.0002817 -0.0059599114 false 1.73 0.926 1.724 0.945 20.5842923122 20.8318605198 20.0778610901 19.9868342085 19.9348129932 19.5549460845 19.2396762735 19.1988596767 19.0998105556 19.1502369844 5.01 10.3478942559 0.71366789668 8.24450640816 0.172376865737
000802.86+011017.8 0.932 2.0119519 1.171619 false 3.143 0.362 4.217 0.32 23.3522353013 22.4973315097 21.777419713 21.0518586128 21.0043077738 20.728847414 20.7408160381 20.8664021737 21.0120816837 20.7656022634 1.09 10.6927613694 0.185978227488 8.55930126232 0.0961373677428
000803.30+004712.1 0.63 2.0137899 0.78671024 false 0.592 0.689 0.6 0.711 23.5676739878 22.5105953171 21.6117358346 21.4140674978 21.0970596986 21.5455624757 21.6533040056 21.4458972319 21.2836230657 21.1961540837 1.01 10.3633452713 0.04437690512 8.04627574989 0.206016443756
000804.13+000647.7 0.913 2.0172162 0.1132674 false 4.422 0.617 5.3 0.597 23.1374129406 22.0953324363 21.2416966046 20.6997545108 20.5318032502 21.932319442 21.9561541737 22.2251342725 22.1582131045 22.1012636496 1.24 11.0228654982 0.0799213281561 8.28340017896 0.102496700953
000804.16-004139.2 0.981 2.0173415 -0.69422617 false 1.362 0.796 1.368 0.847 23.8213253535 22.7457563074 21.8502871536 21.0654542737 20.906293469 21.2590556027 21.0383594467 21.286855187 21.3021392745 21.088964936 1.04 10.9846620468 0.0948116831803 8.651962283 0.148609758085
000807.24+000851.5 0.929 2.0301503 0.14766528 false 1.388 0.311 1.39 0.268 23.995005951 23.1285965453 22.048367025 21.5390309943 21.2994535363 21.8651345875 21.7969558792 21.8933742088 22.0413402408 21.5598587147 1.05 10.6873708834 0.0125913080795 8.0676606506 0.325734275784
000825.77-003947.6 0.732 2.1074103 -0.66322568 false 0.442 0.671 0.35 0.746 24.3015041525 23.0875954888 21.9921783685 21.4843321546 21.3590235517 20.7554651665 20.5068538036 20.4282870722 20.2042088195 20.4630785119 1.15 10.5488752874 0.0708063038287 8.47575056414 0.255230023391
000830.10+030524.6 0.601 2.1254212 3.0901756 true 0.3 1.584 0.7 1.308 inf 23.3384408494 22.5813867518 22.9885439569 25.9789760538 18.6441876161 18.5328041518 18.4829463899 18.5486420771 18.3320508334 1.08 8.55113442153 0.520434980595 8.67107519453 0.122916401203
000830.94+012028.6 0.973 2.128922 1.3413027 true 0.3 0.512 0.7 0.462 24.6938351368 23.9991051361 22.8555682307 22.170923149 22.1263664043 22.6005849452 22.393430103 22.4018077992 22.1335254936 21.8029248765 1.03 10.4571930512 0.153421761198 8.04720422882 0.195130648346
000843.93+014840.2 0.524 2.1830742 1.8111832 false 1.076 0.41 1.14 0.389 23.1255919363 21.8247390207 20.9444654655 20.6738219812 20.4983735181 21.0301068946 21.0505717605 20.9962746304 20.7828368398 20.234834303 1.03 10.4887054661 0.0304473021037 8.28624435598 0.180290909452
000846.79+003412.0 0.887 2.1949648 0.57001848 false 2.144 0.755 2.39 0.889 24.1616117265 23.3153705746 22.0777074349 21.5663350195 21.5230155856 20.9545368927 20.752460296 20.7971497658 20.5649131448 20.6262350815 1.43 10.6569619587 0.0325176662815 8.25793965064 0.174407033725
000847.38+014814.8 0.943 2.1974431 1.8041379 true 7.0 0.143 2.0 0.304 23.4251350647 22.2027888799 21.0766541664 20.483369557 20.1659938224 21.3220461626 21.4497755649 22.1762866446 22.6904991407 23.400563351 1.07 11.1192225011 0.0831643641822 7.97906566153 0.227852014612
000852.05-002739.9 0.878 2.2169002 -0.4610932 false 1.535 0.764 1.694 0.946 24.3203869972 23.8379554425 22.4961991762 21.8319228765 21.5330893069 20.7997561716 20.8750011292 20.9426148472 20.7998496301 20.7259152166 1.0 10.7269504621 0.584211105395 8.4406161105 0.061452791305
000855.73+022328.7 0.829 2.2322081 2.3913144 false 4.004 0.206 5.402 0.17 21.5879138074 21.8713083134 20.8700736259 20.1845904774 20.0135481217 21.1677177634 20.85112678 21.2164235044 21.6669593474 23.1826018616 1.01 11.0046988602 1.63996295858 8.3156526324 0.130725669012
000856.88-010344.5 0.873 2.2370176 -1.062398 true 6.997 0.376 2.0 0.492 22.9272408746 23.1616697417 21.9798735766 21.1608689073 21.2249563663 22.4868257084 22.0642044487 22.1935106974 22.2015593989 22.1748826972 0.96 10.6630580167 0.671859073691 8.48495230496 0.246606312714
000901.01-000306.7 0.713 2.2542505 -0.051876165 true 7.0 1.387 2.0 0.91 23.634166472 22.4860100042 21.3022020782 31.8020468849 20.5008162184 20.1436290169 20.0757519134 20.1272232563 19.7368477244 20.1870224494 1.03 10.8981354126 0.0128833183469 8.46147915585 0.466343603063
000902.33-004458.1 0.946 2.2597208 -0.74947873 true 6.996 0.863 2.0 0.1 20.6307385679 21.6893427923 21.1398056538 20.7808745663 20.6984571469 20.4496546552 19.5745385832 19.4907391913 19.4412741744 19.2400958008 2.03 10.3006575612 0.959216421095 8.65476512025 0.0744341145817
000906.06+005431.9 0.715 2.275229 0.90887598 false 2.576 0.871 2.598 0.894 23.3481311454 21.9917688275 20.8292867902 20.4619455963 20.1949914774 21.3251032888 21.348587356 21.3720120388 21.1130919242 21.2523218499 1.2 10.967408935 0.0149107569286 8.82993034376 0.171007432745
000908.82+021807.1 0.678 2.2867673 2.3019861 false 1.808 0.356 1.887 0.39 24.5872310354 22.8237359758 21.6839246353 21.2636856383 21.0577504482 21.9814947951 22.0444237099 22.4521605745 22.7254687748 22.1785111479 1.0 10.655083536 0.033029950186 7.59129368898 1.09190839588
000911.77+014819.9 0.845 2.2990661 1.8055302 false 3.099 0.703 3.312 0.755 24.134602361 22.3800971761 20.9869201944 20.3997707774 20.2833557116 20.8463099597 20.8984985988 20.8763348582 20.9216871038 20.785043769 1.23 11.2170908583 0.024410340627 8.07685117238 0.0884486239063
000913.63-000112.6 0.633 2.3068123 -0.020173174 false 0.71 0.705 0.725 0.716 23.19506382 21.8618504956 20.9023080512 20.6373974647 20.4752619583 21.6678385249 21.1230236314 20.7684866102 20.7777986444 20.6026708525 1.67 10.6573926179 0.00304015169661 7.92472395141 0.225521255036
000925.04+001657.2 0.679 2.3543181 0.28257604 false 2.066 0.174 2.608 0.122 25.0587918604 24.017884712 22.3005548698 22.0109887854 21.7197029274 22.0776957721 21.8581188986 22.0853266676 22.0673189795 21.9381189954 1.0 10.5506706533 0.62315486874 8.01570254788 0.229720503156
000928.48+013659.5 0.232 2.368681 1.6165345 true 6.997 0.1 2.0 0.303 19.6475750843 19.0329861989 18.5179253533 17.9028741999 18.1265975544 19.3454634572 19.3569429086 19.8773471449 nan inf 2.1 10.0539032721 0.181247194941 7.52628935548 0.104759411812
