count_i, smass, sfr, m_age, l_age, AV, E(B-V) 
2249 6.856 -3.393 0.430 0.238 3.356 1.4477
225 5.495 -3.775 0.223 -0.307 0.584 0.3916
2250 6.107 -3.215 0.171 -0.300 1.266 0.6628
2251 6.186 -3.390 0.150 -0.300 2.134 0.9996
2252 5.546 -3.605 0.224 -0.416 0.192 0.1298
2253 5.552 -3.907 0.250 -0.257 3.759 1.2247
2254 5.862 -3.542 0.193 -0.363 3.431 1.2046
2255 5.723 -3.377 0.194 -0.630 0.446 0.2270
2256 6.116 -3.494 0.066 -0.315 0.270 0.2647
2257 5.785 -3.446 0.233 -0.453 0.322 0.2479
2258 6.191 -2.814 0.062 -1.034 3.603 1.0337
2259 5.942 -2.896 0.150 -0.773 0.351 0.1058
226 5.747 -3.620 0.150 -0.339 0.263 0.2826
2260 6.373 -2.266 -0.012 -0.583 0.701 0.3468
2261 5.934 -2.971 0.045 -1.192 3.706 1.0283
2262 6.138 -2.539 0.093 -0.910 0.244 0.0616
2263 6.358 -2.282 0.024 -1.046 2.753 0.7561
2264 6.818 -1.576 -0.315 -0.794 2.652 0.8633
2265 6.578 -3.649 0.447 0.297 3.958 1.8986
2266 6.287 -2.689 0.154 -1.146 1.281 0.4052
2267 6.859 -2.987 -0.027 -0.241 0.754 0.4809
2268 6.433 -2.454 0.043 -1.232 2.229 0.6361
2269 6.716 -1.641 -0.371 -0.845 1.702 0.5632
2270 6.708 -1.764 -0.225 -1.194 3.412 0.9176
2271 6.770 -1.648 -0.153 -0.757 0.672 0.3079
2272 7.326 -2.957 0.071 -0.065 3.248 1.2995
2273 6.429 -2.518 0.066 -1.192 2.414 0.8812
2274 7.322 -3.103 0.057 -0.052 1.597 0.8370
2275 7.470 -3.010 0.421 0.293 1.489 0.8337
2276 7.187 -2.941 -0.234 -0.456 0.894 0.3830
2277 6.508 -2.515 0.097 -1.136 0.697 0.2455
2278 7.425 -3.158 0.065 -0.057 2.038 0.9751
2279 6.759 -1.657 -0.235 -0.982 0.438 0.1810
228 5.985 -3.237 0.203 -0.450 0.921 0.5246
2280 6.574 -2.224 -0.016 -1.400 3.438 0.9347
2281 6.707 -1.807 -0.152 -0.962 0.703 0.2954
2282 7.109 -3.202 -0.003 -0.206 0.334 0.3797
2283 6.680 -1.796 -0.327 -1.204 0.741 0.1792
2284 6.943 -1.435 -0.279 -0.835 0.787 0.3458
2285 7.189 -2.243 0.053 -0.130 0.629 0.5241
2286 6.585 -2.196 0.017 -0.903 0.336 0.1784
2287 7.286 -3.335 0.079 -0.035 1.251 0.7541
2288 6.762 -2.182 0.300 -0.601 0.311 0.1207
2289 6.796 -1.831 -0.141 -0.617 0.468 0.2604
229 6.026 -3.055 0.136 -1.016 3.745 1.0604
2290 6.365 -2.586 0.119 -1.207 0.789 0.2521
2291 6.329 -2.680 0.100 -1.137 2.206 0.8606
2292 7.300 -3.281 0.445 0.330 1.855 1.0328
2293 6.388 -2.091 -0.137 -0.803 0.485 0.2449
2294 6.517 -2.058 -0.157 -1.163 1.692 0.4428
2295 6.352 -2.140 -0.140 -1.009 0.290 0.1141
2296 6.452 -2.105 -0.068 -0.685 1.043 0.4381
2297 6.179 -2.948 0.127 -0.592 1.133 0.5095
2298 6.228 -2.453 -0.036 -0.870 0.235 0.1194
2299 5.506 -3.714 0.242 -0.691 3.891 1.1527
23 6.077 -2.901 0.081 -1.023 2.467 0.7371
230 6.316 -2.688 -0.016 -1.032 3.595 1.0258
2300 6.034 -3.585 0.027 -0.387 0.266 0.2691
2301 6.131 -3.398 -0.064 -0.484 0.287 0.2138
2302 5.960 -3.250 0.195 -0.830 0.589 0.2840
2303 5.710 -3.649 0.227 -0.300 3.374 1.7106
2304 6.100 -2.982 -0.056 -0.594 0.090 0.0978
2305 5.964 -3.402 0.126 -0.348 0.452 0.3097
2306 6.393 -2.420 -0.056 -1.333 3.104 0.8297
2307 6.356 -2.546 -0.046 -0.813 3.298 0.9591
2308 6.259 -3.042 0.318 -0.252 1.223 0.5733
2309 5.880 -3.392 0.223 -0.597 3.469 1.0847
231 6.168 -3.608 0.328 -0.104 3.561 1.3526
2310 6.122 -2.735 0.127 -0.757 2.506 0.7660
2311 5.891 -3.206 0.216 -0.540 0.575 0.3216
2312 5.922 -3.494 0.162 -0.361 0.859 0.5036
2313 5.968 -2.762 0.103 -0.545 0.058 0.0555
2314 5.766 -3.382 0.196 -0.432 0.134 0.2260
2315 6.151 -3.510 0.084 -0.316 0.193 0.2067
2316 6.270 -2.320 -0.097 -1.180 3.387 0.9384
2317 5.869 -3.028 0.191 -1.215 3.886 1.0578
2318 6.190 -2.985 0.004 -0.550 0.157 0.2042
2319 6.420 -3.451 -0.016 -0.312 0.466 0.3068
232 5.287 -4.149 0.286 -0.168 3.869 1.8549
2320 7.404 -3.477 0.455 0.390 3.796 1.6699
2321 6.211 -2.344 0.016 -0.694 0.316 0.1946
2322 6.369 -2.219 -0.054 -1.047 0.245 0.0762
2323 6.806 -3.126 -0.215 -0.451 0.469 0.2662
2324 7.123 -3.268 -0.016 -0.214 2.106 0.9091
2325 6.566 -1.834 -0.205 -0.855 0.877 0.3344
2326 6.660 -2.433 -0.226 -0.575 0.366 0.2385
2327 7.429 -2.941 0.451 0.335 3.203 1.4676
2328 7.414 -3.325 0.458 0.320 1.971 1.0807
2329 6.286 -2.468 0.007 -1.389 1.593 0.4435
233 5.945 -3.626 0.111 -0.388 0.271 0.1937
2330 7.053 -3.169 -0.245 -0.437 0.791 0.3856
2331 6.836 -1.620 -0.340 -1.209 2.780 0.7727
2332 6.922 -1.543 -0.180 -0.785 1.140 0.4247
2333 7.070 -3.115 -0.302 -0.477 0.934 0.4131
2334 6.809 -1.631 -0.214 -0.773 0.543 0.2750
2335 7.245 -2.306 0.342 -0.169 1.739 0.7754
2336 7.291 -2.853 0.413 0.266 1.163 0.7405
2337 7.097 -3.118 0.027 -0.123 0.469 0.4850
2338 7.140 -2.180 -0.222 -0.473 1.606 0.6476
2339 6.791 -1.550 -0.287 -0.836 0.670 0.2925
234 6.069 -3.175 0.167 -0.611 3.482 1.1032
2340 7.195 -3.187 0.069 -0.037 0.665 0.6176
2341 7.600 -2.953 0.450 0.341 2.929 1.3906
2342 6.777 -1.641 -0.277 -0.810 0.642 0.2880
2343 6.880 -1.725 0.047 -0.573 0.894 0.3784
2344 7.442 -2.962 0.456 0.343 2.051 1.1024
2345 6.642 -1.787 -0.297 -0.790 0.448 0.2534
2346 6.726 -1.804 -0.123 -1.134 3.243 0.9183
2347 7.975 -2.665 0.041 -0.058 1.981 0.9502
2348 5.371 -3.983 0.280 -0.301 3.913 1.2640
2349 6.870 -1.639 -0.112 -0.661 3.236 1.0404
235 6.068 -3.454 0.135 -0.353 0.954 0.6212
2350 7.116 -3.019 0.434 0.240 1.616 0.8905
2351 6.224 -2.866 0.088 -0.986 1.354 0.4779
2352 6.178 -3.240 -0.028 -0.439 0.214 0.2431
2353 6.025 -2.597 0.043 -1.008 0.248 0.0735
2354 6.092 -3.103 0.146 -0.918 0.888 0.3387
2355 6.598 -3.215 0.136 -0.124 2.695 1.2007
2356 6.050 -2.602 0.041 -0.613 0.170 0.1582
2357 6.165 -2.567 -0.013 -0.815 0.364 0.1965
2358 5.801 -3.087 0.147 -0.722 0.256 0.1210
2359 6.005 -2.682 0.036 -0.745 0.219 0.1824
236 6.094 -3.204 0.252 -0.626 3.543 1.0638
2360 5.919 -3.492 0.209 -0.294 1.207 0.5251
2361 5.750 -3.215 0.186 -0.636 0.171 -0.0418
2363 5.580 -3.646 0.240 -0.381 0.107 0.1963
2364 5.996 -2.821 0.098 -0.861 1.835 0.5559
2365 6.223 -3.465 0.074 -0.349 0.300 0.2877
2366 5.968 -3.038 0.105 -1.043 2.476 0.6993
2367 6.890 -3.665 0.459 0.343 3.920 1.6138
2368 6.255 -2.676 0.014 -0.689 0.897 0.3757
2369 5.916 -2.891 0.142 -0.761 0.358 0.1796
237 5.539 -3.793 0.232 -0.284 1.340 0.7494
2370 6.628 -3.389 0.093 -0.082 1.444 0.7600
2371 6.162 -3.703 0.076 -0.270 0.425 0.2962
2372 5.818 -2.981 0.104 -0.563 0.111 0.1890
2373 6.370 -2.168 -0.119 -0.691 0.291 0.2190
2374 5.462 -3.677 0.250 -0.790 3.939 1.1503
2375 6.034 -2.538 -0.016 -0.809 0.231 0.1599
2376 6.113 -2.970 0.153 -0.950 1.081 0.4151
2377 6.472 -2.036 -0.083 -0.667 0.313 0.2193
2378 6.510 -3.366 -0.172 -0.451 0.508 0.2750
2379 6.315 -2.729 0.171 -1.092 1.283 0.3856
238 6.529 -2.382 -0.065 -0.650 1.954 0.7336
2380 7.168 -2.977 0.420 0.239 1.212 0.7356
2381 6.728 -2.815 0.024 -0.597 2.235 0.7916
2382 6.542 -1.865 -0.254 -0.775 0.172 0.1660
2383 6.383 -2.403 0.068 -1.326 2.598 0.6973
2384 6.886 -3.328 0.022 -0.151 0.453 0.4605
2385 7.168 -3.347 0.369 0.204 0.728 0.6636
2386 7.090 -3.238 0.100 -0.045 0.722 0.5840
2387 6.671 -1.721 -0.200 -0.827 0.443 0.2237
2388 7.217 -3.011 -0.249 -0.410 1.745 0.6291
2389 7.157 -2.981 0.266 0.064 2.104 1.0017
239 6.546 -3.537 0.102 -0.078 0.615 0.5174
2390 6.427 -2.042 -0.237 -1.208 0.338 0.1077
2391 7.035 -3.152 0.015 -0.169 0.784 0.5252
2392 6.396 -2.065 -0.240 -1.257 0.304 0.0581
2393 7.330 -3.119 0.001 -0.109 2.209 1.0224
2394 7.016 -3.146 -0.203 -0.408 0.884 0.4235
2395 7.337 -3.056 0.053 -0.090 1.517 0.8090
2396 7.263 -2.314 0.370 0.057 0.673 0.4961
2397 6.495 -2.326 -0.114 -1.349 3.518 1.0237
2398 6.336 -2.653 0.139 -1.119 2.121 0.7369
2399 6.835 -3.204 0.179 -0.078 0.559 0.4969
24 6.372 -3.186 0.343 -0.483 2.550 1.0402
240 6.487 -1.965 -0.234 -0.773 1.561 0.5216
2400 7.420 -2.961 0.459 0.327 3.540 1.5548
2401 6.386 -2.108 -0.131 -1.161 0.184 0.0349
2402 5.466 -3.856 0.247 -0.270 1.155 0.7088
2403 7.347 -3.444 0.470 0.399 3.946 1.7334
2404 6.143 -2.639 0.026 -1.042 0.277 0.1047
2405 5.981 -2.753 0.021 -0.904 0.159 0.0868
2406 5.948 -2.697 0.050 -0.577 0.225 0.2002
2407 6.109 -3.707 0.127 -0.293 0.392 0.2849
2408 6.295 -2.642 0.002 -0.726 1.287 0.4139
2409 5.454 -3.855 0.246 -0.264 0.795 0.5652
241 6.194 -2.633 0.065 -0.819 0.479 0.1776
2410 5.950 -3.115 0.131 -1.025 0.257 0.1189
2411 6.220 -3.203 0.061 -0.470 1.495 0.7258
2412 5.881 -3.546 0.251 -0.529 1.071 0.4483
2413 6.042 -3.225 0.227 -0.762 3.696 1.0907
2414 5.534 -3.684 0.215 -0.385 0.108 -0.0426
2415 5.420 -3.985 0.259 -0.286 3.817 1.2181
2416 5.728 -3.204 0.168 -0.619 0.121 0.1898
2417 5.897 -3.333 0.210 -0.396 0.755 0.4915
2418 5.779 -3.475 0.198 -0.482 3.731 1.1509
2419 5.993 -3.279 0.238 -0.648 3.394 1.0140
242 6.146 -2.484 0.004 -0.987 0.239 0.0472
2420 5.931 -3.493 0.132 -0.318 0.304 0.2687
2421 6.131 -3.209 -0.046 -0.452 0.255 0.2360
2422 5.974 -3.028 0.168 -0.596 0.132 0.0560
2423 6.160 -3.490 0.095 -0.369 0.276 0.2989
2424 5.901 -2.801 0.017 -0.861 0.181 0.0919
2425 5.725 -3.261 0.187 -0.546 0.232 0.2064
2426 5.899 -3.472 0.293 -0.238 3.089 1.4956
2427 5.894 -3.393 0.178 -0.388 1.655 0.8745
2428 6.646 -3.100 0.066 -0.179 3.454 1.2661
2429 6.630 -3.518 0.031 -0.189 3.327 1.1775
243 6.197 -3.360 -0.112 -0.450 0.111 0.2112
2430 6.243 -2.345 -0.015 -0.647 0.752 0.3381
2431 6.489 -3.469 0.072 -0.152 0.829 0.5232
2432 5.660 -3.550 0.245 -0.327 1.974 0.9951
2433 7.030 -3.323 0.397 0.211 3.396 1.4018
2434 6.385 -2.013 -0.215 -0.875 0.390 0.1999
2435 7.258 -3.362 0.452 0.357 2.269 1.1975
2436 6.248 -2.274 -0.092 -1.118 0.939 0.2805
2437 6.976 -2.542 0.420 0.073 0.792 0.5178
2438 6.407 -2.086 -0.241 -1.198 0.272 0.0680
2439 7.248 -3.178 0.453 0.314 3.312 1.5686
244 6.132 -2.675 -0.033 -1.016 0.329 0.1393
2440 6.869 -3.164 -0.096 -0.377 0.396 0.2843
2441 6.916 -3.383 0.017 -0.157 0.438 0.4439
2442 6.927 -3.456 -0.175 -0.383 1.133 0.4645
2443 6.994 -3.450 -0.018 -0.189 0.970 0.6053
2444 6.908 -3.008 -0.238 -0.453 0.655 0.3483
2445 6.527 -2.033 -0.230 -0.675 0.356 0.2201
2446 6.147 -2.573 0.033 -1.157 0.337 0.0684
2447 6.659 -1.760 -0.278 -0.967 0.468 0.2386
2448 6.580 -1.985 -0.109 -0.946 0.506 0.2491
2449 6.087 -2.718 0.063 -1.343 0.344 0.0871
245 5.950 -2.781 0.006 -1.000 0.189 0.0754
2450 6.290 -2.574 0.058 -1.311 1.401 0.4398
2451 6.859 -2.001 0.216 -0.704 0.608 0.1981
2452 7.486 -2.863 0.455 0.336 1.970 1.0688
2453 5.880 -2.879 0.125 -1.374 3.915 1.0518
2454 6.634 -1.912 -0.057 -0.686 1.032 0.4190
2455 6.913 -3.126 0.070 -0.123 0.852 0.5652
2456 6.485 -2.113 -0.033 -1.080 1.276 0.3187
2457 6.139 -2.551 0.075 -1.198 0.275 0.0683
2458 6.234 -2.382 -0.047 -1.034 0.176 0.0506
2459 6.759 -3.481 0.184 -0.013 0.808 0.5626
246 6.193 -2.353 -0.065 -0.663 0.112 0.1363
2460 6.428 -2.872 -0.095 -0.561 0.499 0.2445
2461 6.418 -2.586 0.195 -0.666 0.924 0.3924
2462 6.038 -2.801 0.116 -0.777 0.432 0.2009
2463 5.851 -3.053 0.134 -1.046 0.279 0.1133
2464 6.146 -2.820 0.207 -0.653 0.293 0.1013
2465 5.353 -4.022 0.268 -0.229 0.431 0.3640
2466 6.202 -2.351 0.005 -0.697 0.457 0.2364
2467 6.004 -2.882 0.064 -1.239 3.581 0.9944
2468 5.270 -4.160 0.286 -0.168 3.858 1.9484
2469 5.790 -2.994 0.119 -0.774 0.237 0.1319
247 6.290 -2.246 -0.058 -0.928 0.389 0.1998
2470 5.780 -3.132 0.133 -0.637 0.195 0.1649
2471 6.026 -2.925 0.121 -0.657 0.724 0.3718
2472 6.136 -3.546 0.118 -0.278 0.817 0.4425
2473 6.580 -3.571 0.138 -0.051 1.903 0.9012
2474 5.898 -3.126 0.204 -0.564 3.426 1.0217
2475 5.522 -3.688 0.226 -0.367 0.174 0.1915
2476 5.580 -3.713 0.220 -0.326 0.309 0.3395
2477 6.257 -3.413 0.046 -0.362 0.276 0.2713
2478 7.058 -1.493 -0.086 -0.700 2.666 0.8962
2479 5.714 -3.728 0.228 -0.258 2.386 0.9116
248 6.041 -2.752 0.108 -0.786 0.096 -0.0117
2480 6.460 -3.137 0.105 -0.226 1.809 0.8626
2481 6.146 -2.643 0.039 -0.836 0.210 0.0757
2482 6.059 -3.241 0.246 -0.691 3.739 1.1523
2483 5.968 -3.024 0.125 -0.674 0.301 0.2448
2484 5.909 -3.131 0.186 -0.609 0.105 -0.0473
2485 5.741 -3.263 0.202 -0.535 0.179 0.1639
2486 5.225 -4.214 0.280 -0.160 3.960 2.1373
2487 6.251 -2.871 0.105 -1.079 2.979 0.8814
2488 5.994 -2.718 0.035 -0.929 0.281 0.1222
2489 6.240 -2.325 -0.087 -1.064 0.223 0.0426
249 6.638 -2.083 0.147 -0.898 3.437 0.9533
2490 6.538 -1.978 -0.162 -0.696 0.741 0.3431
2491 6.275 -2.367 0.035 -1.014 0.337 0.0920
2492 6.305 -2.651 0.116 -1.174 0.856 0.2502
2493 6.681 -1.754 -0.308 -1.259 3.030 0.8386
2494 6.240 -2.739 0.117 -1.164 0.602 0.1836
2495 6.293 -2.770 0.142 -1.065 1.101 0.3612
2496 6.790 -2.994 0.113 -0.156 0.714 0.5108
2497 6.423 -2.673 0.185 -1.013 3.777 1.0670
2498 6.665 -3.071 -0.186 -0.430 0.675 0.3716
2499 6.875 -2.450 0.360 -0.305 1.730 0.6692
25 5.641 -3.386 0.182 -0.398 0.101 0.1826
250 6.429 -2.173 -0.041 -1.077 1.468 0.4091
2500 6.321 -2.171 -0.260 -1.192 1.310 0.3835
2501 6.175 -2.438 -0.102 -1.061 0.140 0.0787
2502 6.916 -3.201 0.058 -0.088 0.795 0.5938
2503 7.123 -3.195 -0.231 -0.432 2.862 0.8988
2504 6.928 -3.347 0.068 -0.101 0.816 0.6198
2505 6.118 -2.725 -0.021 -0.792 0.326 0.2427
2506 7.123 -3.183 0.443 0.307 0.506 0.6726
2507 7.287 -2.825 0.442 0.278 2.328 1.1477
2508 6.913 -2.977 -0.033 -0.296 0.946 0.5014
2509 6.624 -2.673 -0.197 -0.645 0.269 0.2070
251 6.546 -3.424 -0.128 -0.397 0.263 0.2316
2510 6.179 -2.430 -0.046 -0.997 0.176 0.0557
2511 6.867 -3.330 0.430 0.235 1.301 0.7262
2512 5.998 -3.065 0.136 -0.601 0.131 0.2078
2513 6.404 -2.143 -0.106 -0.693 2.080 0.6576
2514 5.988 -2.814 0.038 -0.841 0.102 0.0649
2515 5.682 -3.603 0.240 -0.294 2.444 1.1841
2516 6.251 -3.106 -0.055 -0.799 0.568 0.2969
2517 6.595 -3.264 0.147 -0.140 1.809 0.8897
2518 6.154 -2.973 0.133 -0.959 3.708 1.0556
2519 5.725 -3.805 0.180 -0.275 0.134 0.0401
252 6.657 -1.908 -0.116 -1.122 3.238 0.8736
2520 6.118 -2.755 0.082 -0.750 0.584 0.2648
2521 5.849 -3.519 0.171 -0.339 1.926 0.9874
2522 6.733 -3.047 0.094 -0.142 3.328 1.2394
2523 5.767 -3.314 0.215 -0.685 3.543 1.0732
2524 5.241 -4.201 0.289 -0.154 3.946 1.8745
2525 6.103 -2.897 0.143 -1.007 0.530 0.1725
2526 5.930 -3.124 0.129 -1.010 0.856 0.2773
2527 6.434 -3.555 0.417 0.107 3.689 1.3431
2528 6.318 -3.142 0.130 -0.427 3.726 1.2221
2529 5.224 -4.229 0.293 -0.146 3.983 1.3247
253 6.442 -2.465 -0.002 -0.423 0.423 0.3133
2530 5.667 -3.579 0.202 -0.376 2.168 0.9957
2531 5.409 -3.935 0.263 -0.236 2.003 1.0944
2532 7.274 -2.644 0.438 0.224 2.881 1.2452
2533 6.293 -3.299 0.057 -0.350 2.182 0.8135
2535 5.869 -3.231 0.200 -0.537 0.266 0.1503
2536 5.330 -4.103 0.296 -0.151 3.877 1.2821
2537 5.854 -3.606 0.088 -0.374 0.286 0.2626
2538 5.877 -2.867 0.085 -0.842 0.158 -0.0036
2539 6.375 -3.175 0.258 -0.110 1.051 0.5776
254 6.454 -2.139 -0.082 -1.051 2.789 0.7976
2540 5.406 -3.879 0.248 -0.286 0.196 0.2499
2541 5.928 -2.885 0.046 -1.125 0.291 0.0967
2542 6.720 -1.771 -0.045 -0.685 2.226 0.7124
2543 6.238 -2.351 -0.069 -0.889 0.189 0.0844
2544 6.530 -2.239 -0.092 -0.569 0.432 0.2753
2545 6.216 -2.613 -0.046 -0.835 0.266 0.1849
2546 6.222 -2.339 -0.095 -1.163 0.433 0.1087
2547 7.026 -3.197 -0.251 -0.424 2.639 0.8587
2548 6.535 -2.054 -0.141 -1.066 1.774 0.4770
2549 5.302 -4.095 0.277 -0.195 0.434 0.3664
255 6.181 -2.438 0.009 -0.767 1.399 0.5004
2550 6.521 -2.182 -0.027 -0.871 3.661 1.1897
2551 6.314 -3.359 0.220 -0.115 2.455 1.1870
2552 6.345 -2.211 -0.132 -1.105 1.817 0.5163
2553 6.319 -2.818 -0.045 -0.549 0.362 0.2558
2554 6.410 -2.859 0.018 -0.436 1.442 0.7026
2555 6.203 -2.751 0.084 -1.169 1.299 0.4086
2556 6.368 -2.117 -0.137 -0.762 0.552 0.2635
2557 6.230 -2.336 -0.055 -1.064 0.188 0.0592
2558 7.181 -2.346 0.068 -0.250 1.694 0.7278
2559 6.245 -2.319 -0.040 -1.119 0.242 0.0543
256 6.120 -2.742 0.079 -0.823 1.334 0.4476
2560 7.073 -3.178 0.430 0.256 1.993 1.0310
2561 6.568 -1.881 -0.193 -0.737 0.774 0.3249
2562 6.139 -2.753 0.043 -1.242 0.770 0.2213
2563 7.305 -2.998 0.439 0.284 3.180 1.4077
2564 6.848 -3.218 -0.041 -0.242 1.536 0.7227
2565 6.419 -3.579 -0.012 -0.339 0.638 0.3806
2566 5.611 -3.723 0.213 -0.293 3.652 1.7618
2567 6.436 -3.167 -0.198 -0.496 0.322 0.2277
2568 5.937 -2.749 0.032 -0.943 0.313 0.1857
2569 5.896 -2.933 0.065 -0.498 0.086 0.1971
257 6.806 -2.846 0.416 0.076 3.437 1.3935
2570 6.096 -3.213 0.181 -0.400 2.232 1.0788
2571 6.359 -2.806 0.214 -0.961 3.615 1.0153
2572 6.198 -2.824 -0.023 -1.044 3.523 0.9965
2573 6.236 -3.586 -0.047 -0.361 0.218 0.2532
2574 6.379 -2.685 -0.026 -0.625 0.613 0.3422
2575 6.173 -2.524 0.008 -0.901 2.495 0.7342
2576 6.144 -3.437 0.068 -0.328 0.370 0.3166
2577 5.876 -3.626 0.236 -0.259 0.762 0.4605
2578 6.002 -2.723 0.096 -0.864 0.090 0.1233
2579 5.994 -3.168 0.167 -0.738 2.368 0.7945
258 7.035 -3.080 0.069 -0.125 3.467 1.2945
2580 5.494 -3.819 0.237 -0.280 0.126 0.2245
2581 6.024 -3.572 0.170 -0.259 2.560 1.2364
2582 6.278 -3.223 0.003 -0.639 0.800 0.3626
2583 6.146 -3.294 0.104 -0.329 0.770 0.4501
2584 7.078 -1.565 0.004 -1.187 2.269 0.6153
2585 5.443 -3.988 0.268 -0.229 3.592 1.6873
2586 5.837 -3.173 0.155 -0.593 0.165 0.2153
2587 5.439 -3.979 0.245 -0.232 0.115 0.2231
2588 5.378 -3.950 0.260 -0.251 0.066 -0.1255
2589 6.039 -3.051 0.134 -0.849 1.345 0.4518
259 6.132 -2.624 0.109 -0.891 0.269 0.1230
2590 5.940 -3.241 0.239 -0.675 3.360 1.0307
2591 5.700 -3.287 0.140 -0.598 0.134 0.2073
2592 5.962 -2.720 0.090 -0.908 0.094 0.0865
2593 5.723 -3.520 0.223 -0.330 0.262 0.3011
2594 6.102 -3.156 0.262 -0.838 3.833 1.1170
2595 5.894 -3.492 0.243 -0.442 1.802 0.7136
2596 5.697 -3.619 0.224 -0.438 3.668 1.1725
2597 6.068 -2.847 0.062 -0.731 0.289 0.2392
2598 5.872 -2.884 0.079 -0.565 0.421 0.2514
2599 6.368 -2.082 -0.145 -0.755 1.660 0.5722
26 5.900 -2.902 0.128 -0.827 0.097 -0.0228
260 6.306 -3.500 -0.078 -0.403 0.399 0.2798
2600 6.162 -2.827 0.096 -1.080 0.387 0.1499
2601 6.762 -3.206 0.395 0.149 1.683 0.8575
2602 6.075 -2.836 0.125 -1.220 3.133 0.8921
2603 6.338 -3.540 -0.135 -0.461 0.269 0.2338
2604 5.925 -3.591 0.164 -0.233 2.171 0.9330
2605 7.181 -3.563 0.459 0.370 3.888 1.8103
2606 6.281 -2.312 -0.162 -0.804 0.649 0.2606
2607 5.984 -2.812 0.079 -0.833 0.145 0.0464
2608 6.348 -2.304 -0.012 -0.643 0.948 0.3733
2609 6.273 -2.333 -0.013 -0.984 0.349 0.1388
261 6.068 -3.136 0.139 -0.889 3.782 1.0727
2610 6.943 -3.329 0.406 0.197 0.992 0.6535
2611 6.132 -2.450 -0.040 -1.031 0.203 0.0511
2612 6.969 -3.296 0.389 0.165 1.214 0.7166
2613 6.514 -1.907 -0.307 -1.220 3.608 0.9616
2614 6.361 -2.227 -0.104 -0.660 0.170 0.1726
2615 5.323 -4.107 0.269 -0.212 3.903 1.2801
2616 6.234 -3.400 -0.117 -0.407 0.271 0.2317
2617 6.729 -3.324 -0.096 -0.394 0.605 0.3294
2618 5.201 -4.258 0.297 -0.127 3.996 1.3331
2619 6.774 -3.107 0.077 -0.103 2.101 0.9291
262 5.199 -4.265 0.306 -0.125 3.998 1.3349
2620 5.860 -3.498 0.190 -0.284 1.987 1.0021
2621 5.978 -3.460 0.052 -0.428 0.153 0.2228
2622 6.062 -3.538 0.064 -0.371 0.251 0.2515
2623 7.029 -2.958 0.060 -0.128 3.777 1.3805
2624 6.171 -2.588 0.076 -0.873 2.365 0.6586
2625 5.788 -3.198 0.140 -0.691 0.204 0.1710
2626 6.244 -2.543 0.011 -0.777 0.417 0.2149
2627 6.289 -3.579 0.174 -0.087 1.811 0.8986
2628 5.582 -3.575 0.255 -0.420 0.116 -0.0532
2629 6.124 -3.091 0.165 -0.496 0.662 0.2785
263 6.051 -3.377 0.169 -0.560 1.986 0.7102
2630 5.964 -3.121 0.177 -0.841 3.594 1.0394
2631 6.422 -3.199 0.233 -0.230 2.645 1.0702
2632 6.048 -2.720 0.149 -0.808 0.193 0.1334
2633 6.579 -3.288 -0.187 -0.444 2.540 0.8341
2634 6.019 -3.478 0.186 -0.512 1.488 0.5903
2635 6.221 -3.616 -0.027 -0.366 0.722 0.4348
2636 5.763 -3.645 0.210 -0.340 0.340 0.2584
2637 5.419 -3.887 0.253 -0.300 0.095 0.2156
2638 5.572 -3.623 0.222 -0.366 0.821 0.3788
2639 6.042 -2.987 0.151 -0.863 3.490 1.0022
264 6.395 -2.137 -0.098 -0.699 2.101 0.6999
2640 6.584 -2.747 0.077 -0.367 2.801 1.0230
2642 5.665 -3.587 0.238 -0.358 0.061 0.1956
2643 5.363 -4.010 0.253 -0.236 0.117 0.0218
2644 5.690 -3.476 0.199 -0.440 0.540 0.3143
2645 5.883 -3.303 0.182 -0.789 3.781 1.1173
2646 5.451 -3.911 0.255 -0.300 3.769 1.2194
2647 6.124 -3.738 0.203 -0.203 0.689 0.4211
2648 6.008 -2.692 0.098 -0.961 0.209 0.0745
2649 5.671 -3.612 0.210 -0.540 3.794 1.1569
265 6.454 -2.900 0.116 -0.437 2.669 1.0934
2650 6.062 -3.021 0.105 -0.546 0.958 0.4632
2651 6.135 -3.124 0.128 -0.878 2.623 0.8369
2652 6.151 -2.470 -0.070 -0.674 0.615 0.3433
2653 5.460 -3.853 0.260 -0.276 3.687 1.2883
2654 6.270 -3.574 0.061 -0.354 0.220 0.2341
2655 6.390 -3.433 -0.055 -0.439 0.298 0.2615
2656 6.428 -2.692 0.138 -0.975 3.671 1.0411
2657 6.736 -3.203 -0.049 -0.337 0.904 0.5319
2658 6.772 -3.249 0.138 -0.039 0.592 0.5650
2659 6.526 -3.225 -0.176 -0.476 0.292 0.2375
266 5.995 -2.845 0.113 -0.745 0.410 0.2013
2660 6.042 -3.707 0.116 -0.311 0.296 0.0129
2661 6.271 -2.411 0.003 -0.796 0.492 0.2551
2662 5.571 -3.772 0.205 -0.316 0.887 0.3643
2663 6.215 -3.570 -0.008 -0.382 0.511 0.2103
2664 6.222 -2.470 0.116 -0.973 0.256 0.0830
2665 6.275 -2.669 0.126 -0.648 0.248 0.1848
2666 6.188 -3.633 -0.025 -0.336 0.336 0.3175
2667 6.095 -2.527 0.022 -1.179 0.197 0.0542
2668 5.979 -2.614 -0.023 -1.052 0.179 0.0540
2669 6.551 -3.314 -0.145 -0.415 0.127 0.1973
