count_i, smass, sfr, m_age, l_age, AV, E(B-V) 
804 6.532 -1.846 -0.277 -1.353 0.343 0.0936
805 7.396 -2.710 0.216 0.004 1.181 0.7110
806 7.483 -3.164 0.049 -0.034 2.339 1.0732
807 6.287 -2.567 0.037 -1.345 0.605 0.1488
808 6.130 -2.551 -0.009 -1.488 1.298 0.3401
809 6.243 -2.541 -0.059 -1.312 0.314 0.0861
81 5.854 -2.796 0.024 -0.922 0.121 0.0526
810 6.158 -2.621 0.049 -1.365 0.316 0.0831
811 7.316 -3.254 -0.280 -0.453 3.636 1.1478
812 7.541 -3.196 0.462 0.374 3.846 1.6757
813 6.510 -2.525 0.255 -0.951 0.811 0.2864
814 6.710 -2.545 0.297 -0.683 1.291 0.4423
815 6.640 -1.763 -0.226 -0.881 1.458 0.5112
816 6.934 -3.346 -0.172 -0.405 0.971 0.4037
817 5.850 -3.278 0.211 -0.873 0.617 0.2381
818 6.339 -2.382 0.074 -0.903 0.249 0.0921
819 6.952 -2.123 0.355 -0.073 2.103 0.8731
82 6.163 -3.510 0.152 -0.280 0.236 0.2610
820 5.893 -2.874 0.108 -0.870 0.123 0.0791
821 5.587 -3.773 0.233 -0.287 1.503 0.8062
822 5.368 -3.921 0.260 -0.293 0.154 0.0082
823 6.116 -3.008 0.123 -1.025 1.681 0.5252
824 5.850 -3.423 0.163 -0.406 0.786 0.4255
825 6.185 -3.107 0.199 -0.686 3.665 1.0958
826 6.829 -3.320 0.092 -0.079 2.655 1.1007
827 5.668 -3.563 0.181 -0.443 0.252 0.2983
828 6.221 -3.325 0.303 -0.204 1.947 0.9030
829 6.524 -1.939 -0.157 -0.758 1.748 0.6131
83 5.918 -2.879 0.092 -0.771 0.259 0.0918
830 6.344 -3.382 -0.049 -0.524 0.636 0.3022
831 5.783 -3.247 0.194 -0.515 0.325 0.2882
832 6.694 -3.247 0.071 -0.151 0.814 0.5588
833 6.344 -2.239 -0.006 -1.314 3.664 0.9917
834 5.809 -3.342 0.182 -0.472 0.471 0.3667
835 6.469 -2.149 -0.041 -0.870 1.032 0.3886
836 6.132 -2.891 0.114 -1.094 0.342 0.1468
837 6.312 -2.628 -0.013 -1.079 0.259 0.0956
838 6.446 -2.647 0.151 -1.097 2.658 0.9886
839 6.315 -2.713 0.085 -1.125 0.647 0.2038
84 5.539 -3.736 0.242 -0.335 0.719 0.5023
840 6.295 -2.602 0.027 -1.221 0.946 0.3320
841 6.751 -1.685 -0.279 -0.759 0.386 0.2324
842 7.613 -2.934 0.455 0.357 3.393 1.5849
843 6.100 -2.655 0.149 -1.381 0.810 0.1881
844 6.653 -2.608 0.258 -0.798 1.794 0.7831
845 7.153 -1.415 -0.239 -0.641 1.093 0.4510
846 6.436 -2.212 -0.084 -1.530 1.866 0.6253
847 7.568 -2.551 0.458 0.295 1.003 0.7394
848 7.557 -3.160 0.092 0.019 1.341 0.7978
849 6.559 -2.302 -0.017 -1.349 0.973 0.2981
85 5.715 -3.368 0.162 -0.499 0.328 0.3088
850 7.050 -1.294 -0.460 -0.989 0.863 0.3142
851 7.809 -3.020 0.467 0.339 1.463 0.9583
852 7.471 -3.025 0.060 -0.029 0.557 0.5374
853 7.756 -2.760 0.458 0.372 1.075 0.7902
854 7.173 -1.137 -0.429 -0.838 1.324 0.4697
855 6.999 -1.413 -0.416 -1.263 1.539 0.4077
856 7.576 -2.342 0.397 0.076 1.131 0.6899
857 7.510 -2.740 0.082 -0.029 0.645 0.5894
858 7.086 -1.293 -0.440 -0.852 0.647 0.2809
859 6.873 -2.265 0.270 -0.993 1.549 0.5737
86 6.240 -3.644 -0.030 -0.376 0.185 0.2206
860 6.982 -1.358 -0.300 -0.852 0.937 0.3554
861 6.836 -1.577 -0.278 -1.244 1.881 0.5003
862 6.346 -2.436 0.038 -1.371 0.982 0.2858
863 6.430 -2.072 -0.216 -1.349 0.304 0.0704
864 7.239 -3.371 -0.112 -0.311 1.557 0.6219
865 7.598 -2.900 0.469 0.383 2.911 1.4186
866 6.418 -2.257 -0.011 -1.082 0.330 0.1240
867 7.361 -2.846 0.450 0.328 1.157 0.8252
868 6.418 -2.415 0.063 -1.328 1.972 0.5585
869 7.042 -3.322 0.051 -0.076 0.526 0.5581
87 5.931 -3.049 0.186 -0.633 0.082 0.1820
870 6.873 -1.574 -0.181 -0.734 1.897 0.5979
871 6.444 -2.203 -0.024 -0.998 0.837 0.2529
872 6.261 -2.422 0.054 -0.949 0.736 0.2045
873 6.355 -2.123 -0.149 -0.865 0.357 0.2064
874 6.005 -3.035 0.128 -0.621 1.158 0.4915
875 6.761 -2.958 0.105 -0.144 0.618 0.4812
876 6.014 -2.950 0.163 -1.049 1.514 0.4440
877 6.099 -2.658 0.069 -0.567 0.419 0.2142
878 5.833 -3.453 0.263 -0.390 0.174 0.0765
879 6.231 -2.583 0.172 -0.870 3.489 0.9976
88 6.304 -2.429 0.010 -0.564 0.882 0.3906
880 6.158 -3.495 0.288 -0.134 3.333 1.2129
881 5.867 -3.061 0.138 -0.696 0.140 0.1331
882 5.956 -3.549 0.159 -0.302 0.676 0.4178
883 6.323 -2.376 -0.048 -0.938 2.848 0.8150
884 6.469 -3.559 -0.159 -0.394 0.277 0.2429
885 6.357 -2.759 0.069 -1.043 3.765 1.0516
886 6.362 -3.558 0.020 -0.317 0.145 0.2382
887 6.573 -3.314 -0.186 -0.533 0.396 0.2533
888 6.498 -2.149 -0.041 -0.966 1.155 0.3230
889 6.594 -2.781 -0.154 -0.467 0.263 0.2249
89 6.377 -3.308 0.099 -0.368 3.689 1.2412
890 6.249 -2.717 -0.071 -0.741 0.210 0.1491
891 6.341 -2.314 0.040 -1.114 0.369 0.0862
892 6.341 -2.597 0.110 -1.098 0.619 0.1811
893 6.857 -3.157 0.320 0.004 1.431 0.8135
894 5.875 -2.864 0.038 -1.416 3.918 1.0475
895 7.693 -3.093 0.445 0.383 3.333 1.5443
896 6.483 -2.135 -0.155 -1.378 0.611 0.1793
897 6.582 -2.016 -0.149 -1.159 0.432 0.1212
898 7.190 -3.110 -0.209 -0.380 1.014 0.4589
899 6.560 -2.380 0.165 -1.211 2.491 0.9555
9 5.913 -3.576 0.090 -0.370 0.281 0.3012
90 6.271 -3.015 -0.062 -0.557 0.212 0.2123
900 7.551 -3.543 0.423 0.358 0.396 0.6887
901 7.699 -3.115 0.456 0.383 1.081 0.9029
902 6.906 -1.491 -0.447 -1.138 0.847 0.3449
903 7.771 -3.109 0.064 -0.008 2.274 1.0577
904 7.554 -3.144 0.037 -0.064 0.673 0.6009
905 7.622 -2.966 0.084 -0.027 0.762 0.6179
906 7.628 -2.894 0.061 -0.046 0.891 0.6288
907 7.396 -2.780 -0.338 -0.481 0.472 0.2617
908 7.693 -2.903 0.062 -0.020 0.866 0.6748
909 7.782 -2.874 0.048 -0.021 1.519 0.8539
91 5.677 -3.349 0.226 -0.534 0.355 0.1911
910 7.089 -1.260 -0.568 -1.108 0.866 0.2889
911 7.615 -2.279 -0.015 -0.154 0.788 0.5705
912 7.633 -3.005 0.125 0.021 0.736 0.6342
913 6.979 -1.525 -0.414 -1.258 0.868 0.2211
914 7.239 -1.080 -0.531 -0.976 2.068 0.6759
915 7.485 -2.893 0.045 -0.080 0.672 0.5824
916 7.217 -1.902 -0.399 -0.625 0.955 0.3898
917 6.749 -2.275 0.279 -0.928 0.402 0.1447
918 6.793 -2.400 -0.068 -1.059 1.337 0.4243
919 6.581 -2.456 0.141 -1.166 0.729 0.2206
92 6.118 -2.996 0.191 -0.477 0.997 0.5298
920 6.589 -2.426 0.040 -1.145 2.080 0.6655
921 7.217 -3.202 0.240 0.089 0.514 0.5435
922 6.681 -1.909 -0.082 -1.045 0.923 0.2726
923 6.469 -2.009 -0.121 -1.151 0.742 0.2036
924 7.279 -3.008 0.445 0.283 2.003 1.0401
925 12.432 4.023 -0.441 -1.809 2.433 0.6255
926 6.798 -2.621 0.390 -0.030 2.712 1.2077
927 6.800 -3.449 0.157 -0.010 1.364 0.7689
928 5.932 -2.821 0.109 -0.852 0.147 0.0762
929 6.115 -2.774 0.021 -1.095 0.308 0.1274
93 6.580 -3.532 -0.015 -0.305 2.844 0.9672
930 6.041 -3.013 0.052 -1.026 3.678 1.0223
931 5.946 -3.031 0.157 -0.599 0.495 0.3393
932 6.265 -3.028 0.203 -0.394 1.164 0.5859
933 6.380 -2.181 -0.168 -0.673 0.304 0.2136
934 5.999 -3.057 0.120 -0.887 3.632 1.0428
935 5.931 -3.619 0.109 -0.354 0.161 0.2436
936 6.037 -2.653 0.080 -0.945 1.127 0.3724
937 5.199 -4.263 0.291 -0.133 3.998 1.3346
938 5.942 -3.243 0.213 -0.438 0.617 0.3504
939 5.964 -3.517 0.064 -0.375 0.350 0.3068
94 5.886 -3.129 0.154 -0.613 0.942 0.4308
940 6.109 -2.412 -0.034 -0.676 0.203 0.1727
941 6.501 -3.571 -0.095 -0.360 0.478 0.3258
942 6.270 -2.340 -0.046 -1.114 0.411 0.1049
943 6.151 -2.399 -0.120 -1.134 0.314 0.0733
944 5.938 -3.169 0.204 -0.434 0.374 0.3244
945 6.260 -3.010 0.152 -0.416 0.719 0.4239
946 6.190 -2.405 -0.093 -1.559 3.828 1.0217
947 6.455 -2.067 -0.191 -0.978 0.127 0.0990
948 7.200 -3.017 0.091 -0.107 3.045 1.3092
949 7.459 -3.060 0.458 0.334 3.430 1.6093
95 5.402 -3.972 0.270 -0.226 0.763 0.4584
950 7.498 -3.111 0.455 0.339 1.785 1.0188
951 6.774 -1.622 -0.262 -0.767 0.399 0.2274
952 7.238 -2.945 0.053 -0.113 0.767 0.5688
953 6.719 -1.757 -0.226 -1.112 0.522 0.2174
954 6.963 -1.398 -0.424 -0.837 0.377 0.1979
955 6.438 -2.305 -0.204 -1.488 0.742 0.2351
956 7.909 -2.942 0.456 0.386 2.579 1.3343
957 7.217 -1.104 -0.449 -0.923 1.238 0.4405
958 7.525 -2.805 -0.353 -0.472 1.205 0.4824
959 7.464 -1.812 0.365 -0.429 1.027 0.4230
96 5.858 -2.894 0.116 -0.813 0.132 0.0567
960 7.428 -0.937 -0.402 -0.823 1.778 0.6171
961 7.640 -2.905 0.053 -0.057 0.443 0.4923
962 7.732 -3.117 0.297 0.164 0.480 0.5756
963 7.692 -2.981 0.104 0.003 0.337 0.5379
964 7.847 -3.019 0.406 0.293 0.378 0.6468
965 7.529 -1.519 0.356 -0.497 0.869 0.3422
966 7.718 -2.112 0.036 -0.122 0.882 0.6033
967 7.672 -2.586 0.025 -0.096 0.833 0.6134
968 7.727 -3.008 0.023 -0.038 1.299 0.7840
969 7.644 -3.340 0.274 0.172 0.451 0.5785
97 5.896 -2.812 0.086 -0.651 0.258 0.1902
970 7.581 -3.245 0.125 0.042 0.692 0.6125
971 6.822 -2.248 0.294 -1.039 1.535 0.5841
972 6.628 -1.902 -0.250 -1.342 0.368 0.0950
973 7.400 -2.961 0.037 -0.079 1.158 0.7120
974 7.455 -3.055 0.081 -0.036 2.033 1.0160
975 6.397 -2.449 -0.034 -1.331 1.350 0.3900
976 7.526 -2.857 0.451 0.320 1.855 1.0278
977 7.186 -3.005 0.084 -0.067 0.730 0.5865
978 6.596 -2.009 -0.072 -1.035 1.105 0.2695
979 7.105 -2.348 -0.124 -0.515 2.656 0.8635
98 5.535 -3.601 0.240 -0.427 0.291 0.2153
980 6.165 -2.641 0.025 -1.285 1.626 0.4617
981 6.696 -3.193 -0.108 -0.385 0.418 0.2884
982 6.800 -3.171 0.116 -0.052 0.586 0.5139
983 6.558 -3.528 -0.131 -0.392 0.194 0.2148
984 6.065 -2.497 -0.054 -1.078 0.223 0.0582
985 5.946 -3.115 0.194 -0.925 0.566 0.1928
986 5.916 -3.003 0.173 -0.682 0.127 0.1518
987 6.563 -3.330 0.043 -0.202 0.896 0.5526
988 6.247 -3.235 0.092 -0.590 0.434 0.3002
989 6.410 -2.078 -0.140 -0.733 2.860 0.8810
99 5.246 -4.185 0.289 -0.160 3.968 1.3123
990 6.045 -3.070 0.208 -0.770 3.229 0.9992
991 5.583 -3.774 0.266 -0.458 3.837 1.1663
992 5.686 -3.794 0.149 -0.345 0.392 0.3361
993 5.964 -3.809 0.127 -0.273 0.114 0.0364
994 5.906 -2.889 0.150 -0.532 0.230 0.0966
995 6.469 -3.194 0.177 -0.213 2.301 1.0323
996 6.421 -3.349 -0.094 -0.391 0.426 0.2877
997 5.995 -2.703 0.062 -1.424 3.900 1.0449
998 6.274 -2.473 -0.072 -0.981 1.063 0.4438
999 6.556 -3.040 0.014 -0.671 0.775 0.3587
