# id in_final_catalog selection_bit
122004.37-002539.0 n dr7_core
122009.55-013201.1 y dr7_core
122015.70-000251.6 y dr7_core
122021.71-014154.3 y boss_core
122038.05-015246.5 n dr7_core
122043.20-013215.3 n non_uniform
122058.37-020237.6 n non_uniform
122102.95-000733.7 y dr7_core
122114.29-012052.2 y boss_core
122117.40-012742.4 n boss_core
122127.73+015248.0 n non_uniform
122140.38-011430.1 y boss_core
122155.97-014224.9 y boss_core
122216.74+013518.5 n boss_core
122229.99-020724.8 n boss_core
122307.36-002124.7 n non_uniform
122321.06+005745.7 n boss_core
122345.68-020501.9 n non_uniform
122347.97-013303.9 n non_uniform
122349.62+003602.3 y boss_core
122352.67-015157.9 y dr7_core
122354.20-005634.3 y boss_core
122414.59+011240.6 n non_uniform
122433.34+001415.9 n non_uniform
122448.47+011538.3 n boss_core
122453.08-012235.4 n non_uniform
122500.79+013925.8 y dr7_core
122515.31-022237.2 n non_uniform
122548.75-015232.1 n dr7_core
122558.45-005226.2 y dr7_core
122607.94-005632.1 y boss_core
122617.38-015955.2 y dr7_core
122638.66-001114.0 y dr7_core
122639.22+000513.0 n non_uniform
122641.42-002005.0 y dr7_core
122641.47-021321.3 n dr7_core
122656.48+013124.2 n non_uniform
122727.47-012158.1 n non_uniform
122756.85-014310.0 y boss_core
122758.32-001519.8 n non_uniform
122813.17-015216.2 n boss_core
122823.80+001430.7 y dr7_core
122840.50+000433.4 n dr7_core
122855.24-000102.8 n non_uniform
122909.52-003530.0 y dr7_core
122913.88-013632.1 n boss_core
122917.90-012933.8 n boss_core
122956.17-012910.6 n non_uniform
123008.81+002228.9 n dr7_core
123013.99-014942.6 y boss_core
123020.78-010535.6 y boss_core
123028.02+010723.7 y boss_core
123048.08+004723.3 n non_uniform
123049.10+013556.2 n non_uniform
123104.48+011228.4 n non_uniform
123113.95-021703.0 y dr7_core
123118.41+011425.1 y boss_core
123122.43+000052.9 n non_uniform
123128.60+013524.0 y dr7_core
123136.53-000954.3 n boss_core
123206.06-015715.8 y boss_core
123209.68+005015.4 n non_uniform
123237.90-015212.2 n boss_core
123242.49-013232.6 y boss_core
123246.62-013639.8 n dr7_core
123249.27+014459.4 n non_uniform
123316.63+003901.3 n boss_core
123343.24+010807.1 n dr7_core
123404.84-012630.4 y boss_core
123415.89+013314.5 n boss_core
123426.76-012159.9 n boss_core
123445.68+013639.6 y dr7_core
123451.74-012540.8 n non_uniform
123510.99+020143.2 y boss_core
123647.43-001918.8 y boss_core
123707.11+002803.5 y boss_core
123712.32+012301.4 y dr7_core
123713.20+012250.3 y boss_core
123736.56+003834.2 n dr7_core
123742.45+001028.2 n boss_core
123742.97-003330.8 y dr7_core
123744.38+010432.6 y dr7_core
123748.67-010137.3 y boss_core
123756.87+003016.3 n boss_core
123808.38+005246.3 n non_uniform
123812.74+001516.1 y dr7_core
123829.96-001327.8 n dr7_core
123844.41-001140.2 y dr7_core
123846.71-004223.5 y dr7_core
123949.99+002635.9 y boss_core
123959.79-011044.9 n dr7_core
124002.09+004954.4 n non_uniform
124021.40-014518.1 y boss_core
124027.70-010803.1 n boss_core
124102.70+001158.4 y dr7_core
124147.91-011447.2 n boss_core
124157.18+011306.6 n boss_core
124209.07+011155.4 n non_uniform
124231.94-012542.2 y boss_core
124245.72+013735.0 n boss_core
124322.15+010347.9 y dr7_core
124357.13-005437.3 n non_uniform
124401.82-012747.7 y boss_core
124411.54+005038.4 y dr7_core
124429.37-003418.1 n non_uniform
124542.67-014512.4 y dr7_core
124543.89+005457.5 y boss_core
124550.43-011734.0 y boss_core
124631.80+012635.7 n boss_core
124656.14-003509.7 y boss_core
124718.94+001206.2 n non_uniform
124723.73-013601.8 y boss_core
124730.96-014227.7 y dr7_core
124817.19+014302.6 y boss_core
124829.93-013506.5 n non_uniform
124930.50+011653.3 y dr7_core
125000.23-015115.6 y boss_core
125032.73-010816.1 n boss_core
125041.40+010446.1 n non_uniform
125041.50-000525.5 n non_uniform
125111.66-013952.5 y boss_core
125145.25+003251.1 y boss_core
125148.29-00216.57 n dr7_core
125201.74+010153.2 y boss_core
125256.01+005339.4 n dr7_core
125256.91-001052.7 n non_uniform
125503.98+001253.4 y dr7_core
125607.86+000207.7 y dr7_core
125629.48+002830.2 y dr7_core
131850.48-004652.9 y boss_core
134113.83-005626.3 y boss_core
134139.45+005956.3 y boss_core
134152.25-013055.7 n dr7_core
134211.95+002950.9 n boss_core
134315.78-000857.4 y boss_core
134352.78+010009.5 y dr7_core
134354.19-012759.1 n dr7_core
134412.88-003005.4 n non_uniform
134414.08-002950.1 y boss_core
134429.20-000553.1 y boss_core
134430.55+013319.4 y boss_core
134434.84-013917.9 y dr7_core
134450.15-015843.0 n non_uniform
134459.44-001559.5 n dr7_core
134507.93-001900.9 y dr7_core
134508.04-000526.6 y boss_core
134510.33+001852.2 y boss_core
134526.18+002857.3 n non_uniform
134529.81+013823.3 y boss_core
134609.53+014218.3 y dr7_core
134705.28-022245.4 y boss_core
134751.70-001518.4 y dr7_core
134809.70-013847.2 y dr7_core
134811.88+004019.6 y dr7_core
134818.25-002441.9 y dr7_core
134824.22-010510.3 y boss_core
134826.86-005943.9 y dr7_core
134830.65+002605.3 y boss_core
134830.78-015357.8 n non_uniform
134832.78+013239.5 n boss_core
134839.14-001511.4 n non_uniform
134855.03-000750.8 n non_uniform
134902.53+002155.4 n non_uniform
134919.31-011856.6 n boss_core
134942.72-001455.2 n dr7_core
134952.78-011555.9 y boss_core
135010.67-004519.9 y boss_core
135028.88-012958.1 n non_uniform
135043.92-010801.7 n non_uniform
135050.81-011820.0 y dr7_core
135116.88-012125.0 n non_uniform
135138.32-021408.7 y dr7_core
135140.92-014427.7 n boss_core
135154.78+010811.3 y boss_core
135158.33+002942.9 y boss_core
135201.23-014813.0 n dr7_core
135204.18-014612.4 n non_uniform
135205.64-012633.0 y boss_core
135247.68-010321.9 n dr7_core
135252.14+003758.6 y dr7_core
135327.20+001322.8 y boss_core
135353.97-022232.5 y boss_core
135409.94-014150.7 n non_uniform
135425.75-012042.6 n dr7_core
135439.59+004648.8 n boss_core
135457.26-003406.4 y dr7_core
135501.30+015047.8 n non_uniform
135509.22-015133.8 y boss_core
135528.73+004855.7 y boss_core
135550.93+020543.6 y boss_core
135645.65-022955.9 y boss_core
135705.51+012352.2 n non_uniform
135742.50+001313.8 y boss_core
135750.76-011022.0 y dr7_core
135805.41+004250.5 n dr7_core
135820.25+015324.1 n non_uniform
135828.26+013606.2 n boss_core
135829.58+010908.6 y dr7_core
135830.46-012255.7 y dr7_core
135831.40+003910.2 y boss_core
135846.38+014504.5 y dr7_core
135858.67+005604.5 y boss_core
135908.00+002731.8 y dr7_core
135922.37+020018.0 n non_uniform
135931.73+005500.2 y dr7_core
135937.50-013215.6 y dr7_core
135942.02-021456.7 y boss_core
135947.85-005350.2 y boss_core
140000.82+015827.7 n dr7_core
140004.95-022145.8 y boss_core
140016.65-010822.1 y dr7_core
140022.04-011814.0 y boss_core
140025.53-012957.0 y dr7_core
140030.13+002208.5 n dr7_core
140030.22+004924.7 y boss_core
140034.70+004733.4 y dr7_core
140051.23+012554.2 n dr7_core
140103.31-005030.7 n dr7_core
140124.30-001017.2 n non_uniform
140152.78-022351.9 n non_uniform
140156.14-021904.1 y dr7_core
140210.82+010121.8 n non_uniform
140249.36+011126.1 n non_uniform
140255.73+010406.0 n boss_core
140310.82+011439.4 y dr7_core
140319.46-011256.4 y boss_core
140325.35+011338.6 y dr7_core
140342.93-015650.7 n boss_core
140434.76+012521.1 y boss_core
140436.35-000652.6 y boss_core
140437.14+013358.8 n boss_core
140509.10-000652.4 n dr7_core
140512.89+000502.1 n non_uniform
140526.32-011042.1 n non_uniform
140528.39-014525.1 n boss_core
140540.07+005134.7 y boss_core
140640.19-010806.2 n boss_core
140655.20-011709.4 n dr7_core
140657.68+014816.9 y boss_core
140715.36+012533.2 y boss_core
140715.78+013811.4 n boss_core
140716.16-010102.6 n non_uniform
140743.99-002556.3 y dr7_core
140756.30-003313.2 n dr7_core
140807.79-002254.1 n dr7_core
140823.46-014950.5 n boss_core
140827.64+004815.4 y dr7_core
140901.19-021257.2 y boss_core
140902.01+005239.1 n non_uniform
140906.70-011720.5 n non_uniform
140908.79+434653.0 n boss_core
140916.09+441414.2 n dr7_core
140918.18+014217.4 y dr7_core
140926.02-001415.0 n non_uniform
140935.10+002108.3 y dr7_core
140950.30-011840.6 n dr7_core
141007.12-012002.7 y dr7_core
141018.39+434511.0 y boss_core
141037.52+014309.2 y boss_core
141038.01-015420.6 y boss_core
141038.55+011054.3 y boss_core
141038.65+442637.7 n non_uniform
141044.87+010735.4 n dr7_core
141046.42+425505.8 y boss_core
141049.46+424546.5 n boss_core
141059.76-011113.2 n dr7_core
141106.05+440457.3 n boss_core
141107.29+011345.3 n dr7_core
141112.73+435618.3 n boss_core
141131.86+442001.0 y dr7_core
141133.28+433826.3 n boss_core
141133.50+431918.2 n boss_core
141136.06+013657.8 y dr7_core
141143.08-005517.3 y boss_core
141147.59+523414.5 y boss_core
141148.99-011438.9 y dr7_core
141155.25+524733.5 n boss_core
141158.69-003913.6 y dr7_core
141200.36-014103.4 n non_uniform
141202.87+522026.0 y boss_core
141213.61+021202.1 n dr7_core
141214.98+010747.5 y dr7_core
141218.03+440540.8 n boss_core
141219.96-013408.4 y dr7_core
141220.53+524522.4 n boss_core
141221.73+522556.6 y dr7_core
141229.98-004426.8 y boss_core
141231.73+525837.9 n boss_core
141236.86+443428.9 y boss_core
141245.35+430113.7 n boss_core
141248.44+430240.5 y boss_core
141254.97-014553.0 y boss_core
141304.33+520659.2 y boss_core
141306.51+012724.0 n boss_core
141307.96+015721.6 n boss_core
141310.30+004008.4 n non_uniform
141310.70+525750.2 y boss_core
141316.06+020346.9 y dr7_core
141320.04+520527.8 y boss_core
141321.91+013241.9 y dr7_core
141323.95+520347.9 n boss_core
141324.27+530526.9 n non_uniform
141324.65+522938.1 n boss_core
141328.87+435808.1 y boss_core
141333.21-012511.7 n non_uniform
141333.30+424715.3 n boss_core
141348.29+440647.3 y boss_core
141351.96+011122.8 y boss_core
141352.99+523444.2 n non_uniform
141358.64+422800.0 n dr7_core
141403.12+005900.8 n dr7_core
141403.84+431310.1 n boss_core
141407.15+422004.5 y boss_core
141407.34-001246.9 y boss_core
141409.29-00528.04 n dr7_core
141410.97+515243.1 n non_uniform
141412.78+523208.9 y boss_core
141413.76+015042.9 y boss_core
141417.12+515722.6 n boss_core
141426.86+520037.4 n boss_core
141432.82+421119.7 y boss_core
141440.10-022004.1 n boss_core
141440.26+010425.7 y boss_core
141444.36+425430.1 y boss_core
141449.16-014458.9 y dr7_core
141451.92+422650.5 n boss_core
141500.37+520658.5 y dr7_core
141506.93-001000.2 y boss_core
141509.26+421514.9 y boss_core
141511.33+425217.8 y boss_core
141511.96+442850.0 n dr7_core
141515.41+530657.4 n boss_core
141520.23+441038.8 y boss_core
141521.92+424111.9 n boss_core
141522.32+422605.6 y boss_core
141522.53+524421.5 y boss_core
141528.04+441938.8 n boss_core
141528.13+010641.0 n dr7_core
141528.24-010514.9 n non_uniform
141530.65+520439.5 y boss_core
141531.31+522407.8 n non_uniform
141532.52+514532.7 n boss_core
141533.88+520558.0 n dr7_core
141539.71+441603.1 n boss_core
141545.67-004349.6 n non_uniform
141548.59+422522.9 n boss_core
141550.79-011200.4 y boss_core
141559.99+524416.0 n boss_core
141606.31+435545.2 y boss_core
141606.95+530929.7 y boss_core
141617.76+430113.8 y boss_core
141619.49+530656.9 y boss_core
141619.50+002732.9 n dr7_core
141623.53+514912.6 n boss_core
141628.70+523346.3 y boss_core
141633.72+421034.6 y boss_core
141634.36+515849.2 y boss_core
141637.17+514627.1 n non_uniform
141638.18-005352.9 y dr7_core
141643.24+521435.7 y boss_core
141644.37+012628.4 n non_uniform
141645.27+430144.9 y boss_core
141646.29+420508.9 n boss_core
141647.59-012657.4 n non_uniform
141648.88+530903.5 n boss_core
141649.09+430352.4 y boss_core
141651.25+522046.1 n boss_core
141656.74-005021.5 n non_uniform
141658.28+521205.1 y boss_core
141706.78+425350.0 y boss_core
141709.24+432426.3 y dr7_core
141712.16+424827.1 y boss_core
141712.29+515645.5 n non_uniform
141712.83+443243.7 y boss_core
141712.96+520957.5 n boss_core
141715.66+012516.6 y boss_core
141723.38+523153.8 y boss_core
141724.59+523024.8 y boss_core
141727.39+443144.3 y boss_core
141730.55+442603.6 n boss_core
141735.94+523029.8 n boss_core
141739.33+421417.6 y boss_core
141747.02+530349.7 n boss_core
141748.91+441354.3 y boss_core
141750.25-014918.9 n boss_core
141751.13+522311.0 n boss_core
141751.72-013428.9 n boss_core
141755.31+020817.2 y boss_core
141756.60+443858.1 n boss_core
141759.50+443736.6 y boss_core
141801.55+420919.1 y boss_core
141803.62+442039.8 y boss_core
141804.55+442900.7 n non_uniform
141804.67+021004.1 n boss_core
141808.03+520023.2 n boss_core
141818.16+432951.5 y boss_core
141824.36+425919.9 y boss_core
141828.63+424731.5 n boss_core
141830.20+522212.4 y boss_core
141831.92+434421.3 n boss_core
141834.33+420722.3 n boss_core
141836.52+433848.9 y boss_core
141840.37+441914.4 y boss_core
141842.19+441208.9 n non_uniform
141852.63+520142.8 y boss_core
141856.03+422627.4 n boss_core
141856.21+531007.1 y boss_core
141858.80+523209.9 n non_uniform
141859.74+521809.6 y boss_core
141902.11+443359.7 y boss_core
141902.57+430958.8 n boss_core
141907.67+444549.1 y boss_core
141907.91+530025.5 y boss_core
141910.22+435601.1 y dr7_core
141911.52+002646.2 n boss_core
141915.73+440021.9 n boss_core
141920.25+443348.3 y boss_core
141935.74+422835.4 n boss_core
141936.93-013102.2 y boss_core
141940.04+424030.9 y boss_core
141942.38-020915.7 n non_uniform
141945.50+521342.2 y boss_core
141949.83-000643.7 y dr7_core
141951.29+440902.3 y boss_core
141952.23+531340.9 n boss_core
141954.43+424953.5 y boss_core
142000.50+435331.1 n boss_core
142010.24+524029.6 y boss_core
142010.47+003420.0 y dr7_core
142010.81-000656.7 n boss_core
142011.61+003712.0 n dr7_core
142011.98+005907.0 y boss_core
142013.61+443810.5 y boss_core
142014.02+434624.1 y boss_core
142015.20+521636.7 n boss_core
142016.78+422246.7 n boss_core
142019.51+421832.6 y boss_core
142019.97+012225.0 n dr7_core
142020.29+003757.3 y boss_core
142022.52+434426.6 n boss_core
142025.46+014146.5 y boss_core
142025.83+435218.8 n boss_core
142026.26+423628.0 y boss_core
142027.50+530454.5 y boss_core
142030.62-010543.4 y boss_core
142030.89+422253.1 n non_uniform
142039.79+520359.7 y boss_core
142043.52+523611.4 y boss_core
142049.28+521053.3 y boss_core
142058.29+424517.8 n boss_core
142103.52+515819.4 y boss_core
142107.76+530318.1 n non_uniform
142108.10+002558.7 y boss_core
142112.29+524147.2 y boss_core
142113.28+011804.5 y boss_core
142114.04+003710.8 n boss_core
142119.52+520959.7 y boss_core
142124.99+521759.5 n non_uniform
142129.26+521153.2 n boss_core
142135.90+523138.9 y boss_core
142136.81-003704.5 y boss_core
142142.44+440856.1 n non_uniform
142144.53+431344.7 y boss_core
142145.09+424201.3 n boss_core
142145.59-003604.7 y boss_core
142147.81+430744.7 y boss_core
142148.50+011107.6 y boss_core
142152.27+443117.8 n boss_core
142152.73-012441.7 n boss_core
142201.03+432733.1 y boss_core
142204.20+421247.1 n boss_core
142209.09+421607.8 y boss_core
142212.50+424446.3 y boss_core
142215.72+435312.6 y boss_core
142218.47+423832.5 n boss_core
142222.78+524354.0 n boss_core
142235.89-015211.2 y dr7_core
142243.75+423302.3 n boss_core
142246.89+442402.9 n non_uniform
142247.64+430841.7 y boss_core
142250.26-020052.6 y boss_core
142250.43-011647.1 n non_uniform
142253.76-013254.5 n non_uniform
142301.10+424429.8 y boss_core
142304.64-011744.7 y boss_core
142310.36-003244.2 n non_uniform
142312.88+424410.9 n boss_core
142323.11+431536.4 y boss_core
142325.22+434252.3 y boss_core
142325.25+435101.5 n boss_core
142326.21+422526.6 y boss_core
142334.27+431604.8 y boss_core
142339.45+442221.6 n boss_core
142342.37+443700.0 n dr7_core
142352.01-000705.2 y dr7_core
142352.63-004924.6 y boss_core
142353.34-001629.1 y dr7_core
142403.36+442637.1 n boss_core
142411.83+434612.2 y boss_core
142420.03+014545.9 n non_uniform
142428.61+434858.7 y boss_core
142441.20-000727.1 y dr7_core
142449.58+432705.3 n boss_core
142451.11+440248.6 y boss_core
142451.44+425640.8 y boss_core
142453.67+440007.8 y dr7_core
142455.19+440549.1 y boss_core
142502.38+015814.4 n non_uniform
142504.65-022530.2 y dr7_core
142514.31+421639.0 y boss_core
142520.52+013824.5 n dr7_core
142526.50-004421.5 n non_uniform
142534.49-014801.9 y boss_core
142541.20+442809.2 n boss_core
142545.90+002242.7 y dr7_core
142601.57+424004.2 n boss_core
142605.41+011410.0 y dr7_core
142616.89+431419.1 n boss_core
142617.73-013649.5 n dr7_core
142633.80+432406.4 y boss_core
142634.86+002445.6 y boss_core
142638.15+012015.8 n boss_core
142639.79+423308.2 y boss_core
142640.50+442917.5 n boss_core
142642.71-012900.5 n dr7_core
142652.24+425648.9 n non_uniform
142654.13+425749.4 y boss_core
142701.23+441656.9 n non_uniform
142702.69-001344.9 n non_uniform
142710.37+000938.2 n boss_core
142710.94+013023.2 n dr7_core
142717.81+443333.5 y boss_core
142727.05+422031.4 y boss_core
142734.47+421555.9 y boss_core
142742.36+425328.7 y boss_core
142753.30+430706.6 y boss_core
142754.69+435224.7 n non_uniform
142756.95+000755.6 y boss_core
142800.19-001026.9 n non_uniform
142819.67-010818.9 y boss_core
142820.34+440131.1 y boss_core
142842.56+442733.5 y boss_core
142857.77+430531.1 y boss_core
142904.39+012229.7 n non_uniform
142906.91+432515.3 y boss_core
142908.31+430317.2 n non_uniform
142911.76+420928.2 n boss_core
142913.71-004416.9 n dr7_core
142914.62+431920.6 n boss_core
142915.94+444616.2 n non_uniform
142917.72+013714.5 y dr7_core
142926.71-013527.4 y boss_core
142935.00-004543.5 y dr7_core
142952.05+421610.7 y boss_core
142952.62+423956.1 y boss_core
142957.85+440711.5 y dr7_core
143005.51-011321.6 n non_uniform
143014.74+424105.6 y boss_core
143058.84+003505.3 n non_uniform
143100.00-013141.7 y dr7_core
143101.65-004251.6 y dr7_core
143112.51+431906.1 n boss_core
143129.36+420520.1 y boss_core
143135.43-011159.8 y dr7_core
143139.88+013953.5 n dr7_core
143144.54+420948.6 n boss_core
143151.56+422912.4 n boss_core
143210.93+425527.3 y dr7_core
143213.07+422900.7 y boss_core
143216.87-005558.6 n boss_core
143220.70+432719.8 y boss_core
143223.80-014823.1 n non_uniform
143229.91+012332.6 n non_uniform
143230.98-005228.9 y dr7_core
143233.96-012145.4 y dr7_core
143240.87+425841.5 y boss_core
143241.11+430039.5 y dr7_core
143246.40+014202.6 y boss_core
143250.46+431221.0 y boss_core
143305.90+425656.3 n boss_core
143306.57-012922.9 y dr7_core
143312.66+430632.6 y boss_core
143326.62-005935.8 y boss_core
143333.39+013220.7 y dr7_core
143348.21+012937.6 y dr7_core
143356.76+424013.7 y boss_core
143357.62+020924.0 y boss_core
143359.89+013557.3 n boss_core
143404.82+422904.6 y boss_core
143420.16+003448.4 y dr7_core
143428.33+423018.6 n boss_core
143430.59+423541.9 n non_uniform
143435.69+005215.0 n non_uniform
143444.66+421824.7 n boss_core
143445.98+425705.3 y boss_core
143452.55+424616.3 y dr7_core
143454.46-002153.2 n dr7_core
143500.68+014806.0 n non_uniform
143503.24+433935.1 n non_uniform
143518.55+433713.0 y dr7_core
143525.76+422740.4 n boss_core
143537.97+425039.8 y boss_core
143542.68-000541.8 y dr7_core
143547.72+421430.4 y boss_core
143607.34+010036.3 n non_uniform
143610.09+000013.6 n dr7_core
143610.82+005958.3 n non_uniform
143612.00+015358.8 n non_uniform
143613.28+441553.5 y dr7_core
143615.93-013247.4 n non_uniform
143620.04-000113.0 n non_uniform
143621.93+011000.6 y dr7_core
143623.66-002459.4 y dr7_core
143623.86+421041.3 n non_uniform
143626.36+430012.2 n non_uniform
143649.00+432552.7 y boss_core
143700.90+433741.2 y boss_core
143705.18+011402.5 n non_uniform
143705.18-014152.0 y boss_core
143725.95+422517.5 y boss_core
143746.64+443258.5 y dr7_core
143750.41+422156.9 n dr7_core
143757.43+011754.5 y dr7_core
143759.86-005543.6 y boss_core
143801.98+005821.1 n non_uniform
143805.39-015207.0 y boss_core
143814.76+423406.0 y dr7_core
143829.33+011719.6 y boss_core
143830.02+013106.9 n non_uniform
143839.00+015613.7 n non_uniform
143853.10+431006.7 n boss_core
143902.25+441614.3 y dr7_core
143910.35+003959.6 y boss_core
143914.12+002320.5 n non_uniform
143918.22+430526.5 y boss_core
143928.60+434028.3 n dr7_core
143945.86-014741.8 n dr7_core
143947.10+421317.3 n non_uniform
144026.15-015418.9 n boss_core
144027.25-011827.4 n boss_core
144030.73+001652.4 n non_uniform
144034.78+441520.5 n dr7_core
144036.06+002638.6 n non_uniform
144047.55+010059.9 n boss_core
144050.90+000900.8 n dr7_core
144056.93+440638.5 y boss_core
144059.49+015744.2 n dr7_core
144100.02+014501.2 n non_uniform
144129.43-021202.5 y boss_core
144153.42+440723.1 n non_uniform
144201.47+420642.9 n dr7_core
144212.93+425228.5 n dr7_core
144215.13-014736.0 y dr7_core
144233.13-010210.6 n non_uniform
144257.79+444301.5 y dr7_core
144305.14-004825.8 n non_uniform
144308.59+420727.1 y dr7_core
144318.90-010817.1 n boss_core
144334.57-021926.5 n non_uniform
144347.34+010248.0 n boss_core
144356.69+010642.9 n boss_core
144357.08-015023.2 n non_uniform
144359.71+010505.6 n non_uniform
144359.75+012956.2 y dr7_core
144411.04+012159.2 n dr7_core
144426.04-010546.0 y dr7_core
144437.49+014452.6 y boss_core
144447.78+015412.3 n boss_core
144450.00+005244.0 n non_uniform
144524.73+012400.3 y boss_core
144531.21-014623.7 y dr7_core
144534.23+002435.1 n non_uniform
144546.17+000616.7 y dr7_core
144551.13-000650.3 n non_uniform
144553.27+431434.9 n boss_core
144556.98+424041.7 y boss_core
144559.64+424604.9 y boss_core
144632.53+433221.0 n boss_core
144636.90+004656.6 y dr7_core
144639.98-010922.9 n non_uniform
144642.28+011303.0 n non_uniform
144643.57+443238.4 n non_uniform
144646.02+433140.1 y dr7_core
144649.50-012223.7 n non_uniform
144703.79+430513.1 y boss_core
144704.65+440935.9 n non_uniform
144720.40+432404.4 n non_uniform
144726.13+435129.3 y boss_core
144726.68+005651.4 n non_uniform
144740.17+010541.9 y dr7_core
144747.02+005518.0 y dr7_core
144748.95+425506.0 y boss_core
144749.99+441907.4 y dr7_core
144750.72-020313.3 y boss_core
144755.84+440519.5 y dr7_core
144808.28-021303.3 n dr7_core
144809.02+441225.3 n boss_core
144814.71-011259.8 n non_uniform
144831.79+435232.9 y boss_core
144842.05-021657.7 y dr7_core
144856.70+001510.2 y dr7_core
144913.44+442336.5 n non_uniform
144913.50+002406.8 n non_uniform
144914.80+004544.2 n non_uniform
144922.94+424024.6 y dr7_core
144927.24+431644.0 n non_uniform
144927.41-013106.4 n dr7_core
144931.86+014324.3 n non_uniform
144936.18-011650.4 y boss_core
144939.07-001508.9 y dr7_core
144941.75-014059.3 n non_uniform
144945.68+422243.2 y dr7_core
144948.50+010343.3 y dr7_core
144956.13+012523.5 n boss_core
144956.27+420601.1 n dr7_core
145004.81+433650.3 n non_uniform
145011.49-004112.9 n boss_core
145017.85+441939.0 y boss_core
145022.77+432925.6 n non_uniform
145024.78+430617.6 n dr7_core
145039.13-005709.3 y boss_core
145055.79+011928.9 y boss_core
145058.19-005331.0 y boss_core
145106.27+010246.6 n boss_core
145106.63-022808.4 n non_uniform
145115.97+431309.5 y dr7_core
145129.08-005727.1 n boss_core
145136.44-020123.6 n non_uniform
145140.56+421621.3 n boss_core
145141.31-020627.6 n dr7_core
145147.61+435647.8 y boss_core
145151.12+420329.9 n non_uniform
145215.58+430448.7 y dr7_core
145216.05+001844.1 n non_uniform
145216.16-010208.8 y boss_core
145221.62+002359.8 n non_uniform
145236.57-004154.8 n non_uniform
145246.64+442236.6 n non_uniform
145257.74+000835.4 n non_uniform
145306.11+005620.6 n non_uniform
145319.22+011600.9 n boss_core
145319.91+442022.8 n non_uniform
145323.78+002800.6 n non_uniform
145339.49+013524.3 y boss_core
145345.81+442943.0 n boss_core
145345.93-014358.6 n non_uniform
145356.98+434541.5 n non_uniform
145404.25+011417.2 n boss_core
145430.97+425521.8 y dr7_core
145437.83-003706.6 n non_uniform
145441.34+433545.7 n non_uniform
145441.62+423819.3 n non_uniform
145442.43+003851.6 y dr7_core
145448.92+421101.7 n non_uniform
145450.62+020013.8 n boss_core
145501.58+431244.9 y dr7_core
145504.38-003921.4 n non_uniform
145508.29-015827.6 y boss_core
145511.23+433332.2 y boss_core
145511.75+010014.9 y boss_core
145513.67+441008.4 n non_uniform
145516.12+433113.3 n non_uniform
145517.67+003551.1 y boss_core
145529.53-015524.0 n non_uniform
145533.15+432034.0 n non_uniform
145534.41+442404.6 y boss_core
145538.73+002238.0 n non_uniform
145542.93+010726.7 y boss_core
145547.56+434028.9 n non_uniform
145600.68+430734.9 n non_uniform
145613.45+423716.0 n boss_core
145631.79+013154.6 n non_uniform
145632.61+013348.7 y dr7_core
145632.71+433159.9 y dr7_core
145633.71+013801.4 y boss_core
145638.66+012240.8 n non_uniform
145647.69+443419.6 y boss_core
145648.23+432315.2 y boss_core
145648.65+014256.7 n boss_core
145658.06+434558.6 n boss_core
145703.60-012143.5 n boss_core
145704.63-012253.0 y dr7_core
145721.89+435909.9 n boss_core
145724.26-013054.5 n boss_core
145725.74+441102.1 y boss_core
145739.33+011145.2 n non_uniform
145742.42+441711.2 n boss_core
145744.27+010523.1 y boss_core
145754.67+431417.6 n boss_core
145755.38+435035.4 n dr7_core
145758.38+013715.1 n non_uniform
145806.43-012314.6 n non_uniform
145808.31+432725.3 y boss_core
145826.93+421550.8 n non_uniform
145841.23-013800.5 n dr7_core
145857.41+440659.5 n boss_core
145857.84-013419.3 y dr7_core
145859.95-001504.3 y dr7_core
145911.73+435916.1 n boss_core
145915.56+433156.6 n boss_core
145915.73+430459.1 y dr7_core
145925.04-015650.0 y dr7_core
145937.85+433112.8 n boss_core
145938.36+002120.3 y boss_core
145939.17+012239.5 n non_uniform
145955.06+422503.6 n non_uniform
145955.12-014808.4 y dr7_core
150006.48+012955.8 y boss_core
150012.34+432758.4 n non_uniform
150019.08+000249.0 n dr7_core
150026.19-005428.3 y dr7_core
150028.89+443905.9 y dr7_core
150103.27+422642.1 y boss_core
150114.04-014457.5 y dr7_core
150114.50-011839.7 n non_uniform
150125.58+012926.3 y boss_core
150132.94+425159.5 n dr7_core
150137.09+430802.2 n boss_core
150140.94+421834.0 n dr7_core
150147.60+440221.8 y boss_core
150148.85+014405.1 n non_uniform
150149.60-021639.4 n boss_core
150150.93-005627.9 y dr7_core
150156.01+440450.7 y dr7_core
150207.08-004514.1 n dr7_core
150208.53+434748.2 y boss_core
150210.24+431606.0 n boss_core
150220.93+440801.5 y boss_core
150221.56+432905.0 y boss_core
150224.82+421914.5 y boss_core
150236.34+431432.8 y boss_core
150252.19+440852.2 n boss_core
150254.64+434556.5 y boss_core
150305.16-010623.5 y boss_core
150310.40+440857.2 y boss_core
150317.66+435913.2 y boss_core
150322.69+442012.9 y boss_core
150323.28+422024.2 y dr7_core
150329.18+441108.9 y boss_core
150332.94+001315.1 y dr7_core
150343.21+434136.0 n boss_core
150349.11+432009.9 y dr7_core
150351.65+422400.6 y dr7_core
150400.35+440931.5 y dr7_core
150400.45+421958.4 n boss_core
150416.96+420650.4 n non_uniform
150422.26+443237.8 y boss_core
150423.00-010459.6 n boss_core
